,question,ground_truth,answer,rouge1,rouge2,rougeL,f1,sas,bertscore
48,¿Qué efecto tiene un contrato temporal celebrado en fraude de ley?,Se presumirán por tiempo indefinido los contratos temporales celebrados en fraude de ley.," Si un contrato temporal se celebra en fraude de ley o si la empresa no cumple con sus obligaciones formativas, se entenderá como un contrato indefinido ordinario. Al finalizar dicho contrato, si la persona continúa en la empresa, no podrá concertarse un nuevo periodo de prueba y la duración del contrato formativo será considerada para efectos de antigüedad en la empresa.",0.21,0.08,0.13,0.11,0.7079774,0.93
49,¿Cuándo se deben notificar los contratos determinados a la representación legal de los trabajadores?,Los empresarios habrán de notificar a la representación legal de los trabajadores en las empresas los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en este artículo cuando no exista obligación legal de entregar copia básica de los mismos., Los contratos determinados a la representación legal de los trabajadores deben notificarse después de que se hayan alcanzado el acuerdo o comunicada la decisión a los representantes de los trabajadores. Debe transcurrir como mínimo treinta días entre la fecha de la comunicación de la apertura del periodo de consultas a la autoridad laboral y la fecha de efectos del contrato.,0.36,0.18,0.26,0.19,0.5499597,0.97
50,¿Qué derechos tiene un trabajador con un contrato temporal?,"Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
El empresario deberá informar a los trabajadores de la empresa con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que los demás trabajadores."," El trabajador con un contrato temporal puede adquirir derechos de empleado fijo bajo las siguientes circunstancias:

1. No hubieran sido dadas de alta en la Seguridad Social una vez transcurrido el plazo establecido para el periodo de prueba.
2. Si estuvieran contratadas durante un período de 24 meses superior a 18 meses, con o sin solución de continuidad, para el mismo o diferente puesto de trabajo con la misma empresa o grupo de empresas mediante dos o más contratos.
3. Si ocupa un puesto de trabajo determinado en la empresa.
4. Estos derechos también se aplicarían en caso de sucesión o subrogación empresarial conforme a lo dispuesto legalmente o convencionalmente.",0.36,0.05,0.21,0.13,0.5020703,0.96
51,¿Qué derechos tiene un trabajador con un contrato de duración determinada?,"Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
Cuando un determinado derecho o condición de trabajo esté atribuido en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa antigüedad del trabajador, esta deberá computarse según los mismos criterios para todos los trabajadores, cualquiera que sea su modalidad de contratación.
"," Un trabajador con un contrato de duración determinada disfruta del derecho a una indemnización cuando el contrato termina, que es equivalente a la parte proporcional de su salario por cada año. También puede recibir una especialización profesional si se ha desarrollado en el empleo del empresario y podrá pactar la permanencia en dicha empresa durante cierto tiempo. El sistema de clasificación profesional se establece a través de grupos profesionales mediante acuerdo entre la empresa y los representantes de los trabajadores. Además, el trabajador tiene derecho a un permiso parental y, si lo solicita, puede disfrutar de una alternativa de permiso igual de flexible si el funcionamiento de la empresa es alterado seriamente.",0.36,0.06,0.22,0.15,0.5744711,0.97
52,¿Qué características tiene un contrato fijo-discontinuo?,"1. El contrato por tiempo indefinido fijo-discontinuo se concertará para realizar trabajos que tengan el carácter de fijos-discontinuos y no se repitan en fechas ciertas, dentro del volumen normal de actividad de la empresa.

A los supuestos de trabajos discontinuos que se repitan en fechas ciertas les será de aplicación la regulación del contrato a tiempo parcial celebrado por tiempo indefinido.

2. Los trabajadores fijos-discontinuos serán llamados en el orden y la forma que se determine en los respectivos convenios colectivos, pudiendo el trabajador, en caso de incumplimiento, reclamar en procedimiento de despido ante la jurisdicción social, iniciándose el plazo para ello desde el momento en que tuviese conocimiento de la falta de convocatoria.

3. Este contrato se deberá formalizar necesariamente por escrito en el modelo que se establezca y en él deberá figurar una indicación sobre la duración estimada de la actividad, así como sobre la forma y orden de llamamiento que establezca el convenio colectivo aplicable, haciendo constar igualmente, de manera orientativa, la jornada laboral estimada y su distribución horaria.

4. Los convenios colectivos de ámbito sectorial podrán acordar, cuando las peculiaridades de la actividad del sector así lo justifiquen, la celebración a tiempo parcial de los contratos fijos-discontinuos, así como los requisitos y especialidades para la conversión de contratos temporales en contratos fijos-discontinuos.
"," El contrato fijo-discontinuo se caracteriza por ser de carácter escrita y tiene una duración determinada o indeterminada. Se utiliza para la prestación de servicios en la ejecución de contratas mercantiles o administrativas que forman parte de la actividad ordinaria de la empresa, o bien entre una empresa de trabajo temporal y una persona contratada con destino a ser cedida. Puede haber periodos de inactividad, pero solo como plazo de espera de recolocación entre subcontrataciones. Las personas fijas-discontinuas pueden ejercer acciones en caso de incumplimientos relacionados con el llamamiento. Los convenios colectivos sectoriales pueden determinar un plazo máximo de inactividad entre subcontratas, y podrían establecer una bolsa sectorial de empleo para favorecer su contratación.",0.33,0.11,0.2,0.15,0.65497935,0.97
53,¿Es posible la discriminación en las relaciones laborales?,"Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
"," La discriminación en las relaciones laborales es posible, aunque existe la posibilidad de establecer medidas para eliminar o compensar esta situación. En algunos casos excepcionales, se puede rebajar el límite de edad para promoción económica en los términos fijados en convenio colectivo o contrato individual con el objetivo de alcanzar la igualdad real y efectiva entre mujeres y hombres. Este cambio se puede aplicar cuando la tasa de ocupación de las mujeres trabajadoras por cuenta ajena afiliadas a la Seguridad Social en alguna actividad económica sea inferior al 20% de las personas ocupadas en las mismas, y esto se define mediante los códigos de la Clasificación Nacional de Actividades Económicas (CNAE) en vigor.",0.32,0.03,0.18,0.11,0.57097715,0.97
54,¿Es posible la discriminación en las relaciones laborales?,"Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
"," Sí, es posible la discriminación en las relaciones laborales y se establecen medidas de acción positiva para eliminar o compensar situaciones de discriminación entre mujeres y hombres. Como ejemplo de esta medida, el límite de promoción económica podría ser rebajado hasta la edad de jubilación fijada por la normativa de Seguridad Social en áreas donde la tasa de ocupación de las mujeres es inferior al 20% de las personas ocupadas. Las actividades económicas que se tomarán como referencia para determinar el cumplimiento de esta condición serán definidas por los códigos de la Clasificación Nacional de Actividades Económicas (CNAE).",0.38,0.07,0.18,0.13,0.49163583,0.97
55,¿Es posible realizar registros sobre el trabajador?,"Solo podrán realizarse registros sobre la persona del trabajador, en sus taquillas y efectos particulares, cuando sean necesarios para la protección del patrimonio empresarial y del de los demás trabajadores de la empresa, dentro del centro de trabajo y en horas de trabajo. "," Sí es posible realizar registros sobre el trabajador, pero solo con el cumplimiento de las normas vigentes en materia laboral y con un contenido apropiado. Los representantes de los trabajadores pueden examinar el caso adecuadamente y preparar la consulta y el informe cuando sea necesario. La consulta deberá realizarse en un momento y con un contenido apropiado en el nivel de dirección y representación correspondiente de la empresa.",0.43,0.07,0.22,0.2,0.67706114,0.96
56,¿Qué derechos y obligaciones tiene un trabajador en materia de seguridad y salud en el trabajo?,"1. El trabajador, en la prestación de sus servicios, tendrá derecho a una protección eficaz en materia de seguridad y salud en el trabajo.

2. El trabajador está obligado a observar en su trabajo las medidas legales y reglamentarias de seguridad y salud en el trabajo.

3. En la inspección y control de dichas medidas que sean de observancia obligada por el empresario, el trabajador tiene derecho a participar por medio de sus representantes legales en el centro de trabajo, si no se cuenta con órganos o centros especializados competentes en la materia a tenor de la legislación vigente.
"," El trabajador tiene derecho a una evaluación gratuita de su estado de salud antes de iniciar un trabajo nocturno y posteriormente a intervalos regulares. Si se reconocen problemas de salud ligados al hecho de su trabajo nocturno, tendrá derecho a ser destinado a un puesto de trabajo diurno que exista en la empresa y para el que sea profesionalmente apto. La empresa garantiza estos niveles de protección en materia de salud y seguridad, adaptados a la naturaleza de su trabajo y equivalentes al de los demás trabajadores de la misma empresa. Estas disposiciones se encuentran en la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales.",0.44,0.15,0.25,0.18,0.69917756,0.97
57,¿Es obligatorio realizar formación acerca de Prevención de Riesgos Laborales?,"El empresario está obligado a garantizar que cada trabajador reciba una formación teórica y práctica, suficiente y adecuada, en materia preventiva tanto en el momento de su contratación, cualquiera que sea la modalidad o duración de esta, como cuando se produzcan cambios en las funciones que desempeñe o se introduzcan nuevas tecnologías o cambios en los equipos de trabajo. "," Sí, es obligatorio realizar formación acerca de Prevención de Riesgos Laborales. Esto se establece en la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales y en sus normas de desarrollo.",0.23,0.04,0.17,0.13,0.4827708,0.91
58,¿Cuál es la obligación de los delegados de prevención o representantes legales de los trabajadores en materia de seguridad y salud en el trabajo?,"Los delegados de prevención y, en su defecto, los representantes legales de los trabajadores en el centro de trabajo, que aprecien una probabilidad seria y grave de accidente por la inobservancia de la legislación aplicable en la materia, requerirán al empresario por escrito para que adopte las medidas oportunas que hagan desaparecer el estado de riesgo; si la petición no fuese atendida en un plazo de cuatro días, se dirigirán a la autoridad competente; 

Si el riesgo de accidente fuera inminente, la paralización de las actividades podrá ser acordada por los representantes de los trabajadores, por mayoría de sus miembros. 
El acuerdo será comunicado de inmediato a la empresa y a la autoridad laboral, la cual, en veinticuatro horas, anulará o ratificará la paralización acordada.
"," El trabajador tiene derecho a participar en la inspección y control de las medidas de seguridad y salud obligadas por el empleador, mediante sus representantes legales si no hay órganos o centros competentes en la materia. Además, el empleador está obligado a proporcionar formación teórica y práctica preventiva suficiente y adecuada al trabajador al momento de su contratación y durante cualquier cambio en sus funciones o en los equipos de trabajo. El trabajador está obligado a seguir la formación y realizar las prácticas, todo ello conforme a la Ley 31/1995 de Prevención de Riesgos Laborales y a sus normas de desarrollo.",0.42,0.11,0.2,0.17,0.5911189,0.98
59,¿Cuáles son los poderes de dirección y control del empresario en la actividad laboral?,"1. El trabajador estará obligado a realizar el trabajo convenido bajo la dirección del empresario o persona en quien este delegue.

 el trabajador debe al empresario la diligencia y la colaboración en el trabajo que marquen las disposiciones legales, los convenios colectivos y las órdenes o instrucciones adoptadas por aquel en el ejercicio regular de sus facultades de dirección y, en su defecto, por los usos y costumbres. 
3. El empresario podrá adoptar las medidas que estime más oportunas de vigilancia y control para verificar el cumplimiento por el trabajador de sus obligaciones y deberes laborales, 
4. El empresario podrá verificar el estado de salud del trabajador que sea alegado por este para justificar sus faltas de asistencia al trabajo, mediante reconocimiento a cargo de personal médico. La negativa del trabajador a dichos reconocimientos podrá determinar la suspensión de los derechos económicos que pudieran existir a cargo del empresario por dichas situaciones.
"," El empresario posee los poderes de dirección y control en la actividad laboral, pero no se encuentra regulado su sindicalismo. Sin embargo, sí se establece que el sindical puede promoverse la celebración de elecciones generalizadas en uno o varios ámbitos funcionales o territoriales, a través de los cuales podría elegir su representante. Los acuerdos deben comunicarse a la autoridad laboral para su depósito y publicidad. Las elecciones para renovar la representación solo podrán efectuarse a partir de la fecha en que falten tres meses para el vencimiento del mandato.",0.34,0.06,0.16,0.13,0.5473871,0.95
60,¿Puede el trabajador tener una prestación laboral para diferentes empresarios?,"No podrá efectuarse la prestación laboral de un trabajador para diversos empresarios cuando se estime concurrencia desleal o cuando se pacte la plena dedicación mediante compensación económica expresa, en los términos que al efecto se convengan.
"," Si un trabajador se agrupa en un grupo profesional, puede recibir una prestación laboral por parte de diferentes empresarios, pero las tareas, funciones y responsabilidades asignadas al trabajador dentro de ese grupo deben ser similares entre las distintas empresas. La definición de los grupos profesionales se basa en criterios y sistemas que ajustan aptitudes profesionales, titulaciones y contenido general de la prestación para garantizar la ausencia de sesgos de género y otros factores.",0.31,0.07,0.15,0.22,0.47314724,0.95
61,¿Cuáles son las características de un pacto de no concurrencia posterior a la extinción del contrato?," no podrá tener una duración superior a dos años para los técnicos y de seis meses para los demás trabajadores, solo será válido si concurren los requisitos siguientes:

a) Que el empresario tenga un efectivo interés industrial o comercial en ello.

b) Que se satisfaga al trabajador una compensación económica adecuada.
","1. Un contrato de no concurrencia posterior a la extinción del contrato formativo no permite concertarse un nuevo período de prueba y se contabiliza la duración del contrato formativo para efectos de antigüedad en la empresa.
2. Los contratos formativos celebrados en fraude de ley o aquellos cuya empresa incumpla sus obligaciones formativas son considerados contratos indefinidos de carácter ordinario.
3. Reglamentariamente, se establecen requisitos para la celebración de contratos formativos a través de consultas con las administraciones competentes en relación con el número de contratos por tamaño de centro de trabajo, las personas en formación y la estabilidad de la plantilla.",0.21,0.01,0.14,0.16,0.47310966,0.93
62,¿Cuál es el régimen de la compensación económica por plena dedicación del trabajador?,"el trabajador podrá rescindir el acuerdo y recuperar su libertad de trabajo en otro empleo, comunicándolo por escrito al empresario con un preaviso de treinta días, perdiéndose en este caso la compensación económica u otros derechos vinculados a la plena dedicación."," La compensación económica por plena dedicación del trabajador en régimen público o personal incluye una duración y un monto estipulados en la norma legal o convencional que se aplique. Si el cumplimiento de los deberes impide la prestación del trabajo más del 20% de las horas laborables durante tres meses, la empresa puede situar al trabajador afectado en excedencia regulada según lo dispuesto en el artículo 46.1. Si el trabajador percibe una indemnización por cumplimiento del deber o desempeño del cargo, se descontará el importe de la misma del salario a que tuviera derecho en la empresa. (Fuente: Boletín Oficial del Estado - Legislación Consolidada Página 36)",0.27,0.08,0.13,0.19,0.45925155,0.96
63,¿Tendrá derecho el empresario a percibir una compensación económica por especialización profesional si se abandona el trabajo?," El acuerdo no será de duración superior a dos años y se formalizará siempre por escrito. Si el trabajador abandona el trabajo antes del plazo, el empresario tendrá derecho a una indemnización de daños y perjuicios."," En caso de que un empresario haya proporcionado una especialización profesional al trabajador para llevar a cabo determinados proyectos o realizar un trabajo específico, ambos pueden acordarse su permanencia en la empresa durante un cierto tiempo (no superior a dos años). El contrato debe formalizarse por escrito. Si el trabajador abandona antes del plazo establecido, el empresario tiene derecho a una indemnización por daños y perjuicios. No se especifica en este contexto si este derecho incluye una compensación económica específica por la especialización profesional.",0.47,0.29,0.41,0.37,0.72005355,0.96
64,¿Cuáles son las reglas del sistema de clasificación profesional?,"1. Mediante la negociación colectiva o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establecerá el sistema de clasificación profesional de los trabajadores por medio de grupos profesionales.

2. Se entenderá por grupo profesional el que agrupe unitariamente las aptitudes profesionales, titulaciones y contenido general de la prestación, y podrá incluir distintas tareas, funciones, especialidades profesionales o responsabilidades asignadas al trabajador.

3. La definición de los grupos profesionales se ajustará a criterios y sistemas que tengan como objeto garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres.

4. Por acuerdo entre el trabajador y el empresario se asignará al trabajador un grupo profesional y se establecerá como contenido de la prestación laboral objeto del contrato de trabajo la realización de todas las funciones correspondientes al grupo profesional asignado o solamente de alguna de ellas. Cuando se acuerde la polivalencia funcional o la realización de funciones propias de más de un grupo, la equiparación se realizará en virtud de las funciones que se desempeñen durante mayor tiempo.
","1. Un grupo profesional se define como una agrupación que comprende unitariamente las aptitudes profesionales, titulaciones y contenido general de la prestación, incluyendo tareas, funciones, especialidades profesionales o responsabilidades asignadas al trabajador.
2. La definición de los grupos profesionales se basa en análisis correlacionales entre sesgos de género, puestos de trabajo, criterios de encuadramiento y retribuciones, con el objetivo de garantizar la ausencia de sesgo.
3. Para la expedición de certificaciones acreditativas en el ámbito estatal, las comunidades autónomas deben remitir mensualmente copias de actas electorales registradas a la oficina pública estatal.",0.43,0.23,0.32,0.29,0.660508,0.95
65,¿Qué derechos tiene el trabajador respecto a la promoción y formación profesional en el trabajo?,"a) Al disfrute de los permisos necesarios para concurrir a exámenes, 
cuando curse con regularidad estudios para la obtención de un título académico o profesional.

b) A la adaptación de la jornada ordinaria de trabajo para la asistencia a cursos de formación profesional.

c) A la concesión de los permisos oportunos de formación o perfeccionamiento profesional con reserva del puesto de trabajo.

d) A la formación necesaria para su adaptación a las modificaciones operadas en el puesto de trabajo. La misma correrá a cargo de la empresa, 
El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo.

3. Los trabajadores con al menos un año de antigüedad en la empresa tienen derecho a un permiso retribuido de veinte horas anuales de formación profesional para el empleo, vinculada a la actividad de la empresa, acumulables por un periodo de hasta cinco años. ", Los trabajadores tienen derecho a la promoción y formación profesional en el trabajo. También tienen derecho a la adaptación de planes y acciones formativas que les ayuden a desarrollar mayor empleabilidad.,0.2,0.11,0.17,0.15,0.6629232,0.93
66,¿Cómo se regulan los ascensos?,"1. Los ascensos dentro del sistema de clasificación profesional se producirán conforme a lo que se establezca en convenio o, en su defecto, en acuerdo colectivo entre la empresa y los representantes de los trabajadores.

teniendo en cuenta la formación, méritos, antigüedad del trabajador, así como las facultades organizativas del empresario.

2. Los ascensos y la promoción profesional en la empresa se ajustarán a criterios y sistemas que tengan como objetivo garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres, pudiendo establecerse medidas de acción positiva dirigidas a eliminar o compensar situaciones de discriminación.
"," Los ascensos se regulan a través de grupos profesionales, donde los trabajadores están agrupados por aptitudes, titulaciones y contenido general de la prestación. Sindicatos con representación en el estado pueden también estar involucrados en esta regulación.",0.23,0.03,0.19,0.13,0.53380924,0.96
67,¿Cómo se regula la promoción económica?,"1. El trabajador, en función del trabajo desarrollado, podrá tener derecho a una promoción económica en los términos fijados en convenio colectivo o contrato individual."," La promoción económica se regula mediante la celebración de elecciones sindicales en ámbitos funcionales o territoriales, según el Boletín Oficial del Estado (BOE). Estas elecciones pueden tener lugar en un solo ámbito o varios. Los acuerdos sobre las mismas deben comunicarse a la oficina pública dependiente de la autoridad laboral para su depósito y publicidad. Además, cuando se promueven elecciones para renovar la representación por conclusión del mandato, tal promoción solo podrá efectuarse a partir de la fecha en que falten tres meses para el vencimiento del mandato, según lo establecido en la Ley Consolidada.",0.22,0.06,0.13,0.13,0.4747546,0.96
68,¿Qué se considera salario?,"1. Se considerará salario la totalidad de las percepciones económicas de los trabajadores, en dinero o en especie, por la prestación profesional de los servicios laborales por cuenta ajena, ya retribuyan el trabajo efectivo, cualquiera que sea la forma de remuneración, o los periodos de descanso computables como de trabajo.

En ningún caso, incluidas las relaciones laborales de carácter especial a que se refiere el artículo 2, el salario en especie podrá superar el treinta por ciento de las percepciones salariales del trabajador, ni dar lugar a la minoración de la cuantía íntegra en dinero del salario mínimo interprofesional.

2. No tendrán la consideración de salario las cantidades percibidas por el trabajador en concepto de indemnizaciones o suplidos por los gastos realizados como consecuencia de su actividad laboral, las prestaciones e indemnizaciones de la Seguridad Social y las indemnizaciones correspondientes a traslados, suspensiones o despidos.
"," Salario se refiere a la remuneración monetaria que reciben los trabajadores por su labor en una empresa, y puede ser individual o colectiva, según lo estipulado en el texto. Los grupos profesionales son aquellos que agrupan a las aptitudes, titulaciones, tareas, funciones, especialidades y responsabilidades asignadas al trabajador, y están definidos en base a criterios y sistemas que evalúan sesgos de género, puestos de trabajo, criterios de encuadramiento y retribuciones.",0.27,0.04,0.16,0.14,0.5630558,0.96
69,¿Qué debe comprender el salario?,"Mediante la negociación colectiva o, en su defecto, el contrato individual, se determinará la estructura del salario, que deberá comprender el salario base, como retribución fijada por unidad de tiempo o de obra y, en su caso, complementos salariales fijados en función de circunstancias relativas a las condiciones personales del trabajador, al trabajo realizado o a la situación y resultados de la empresa, que se calcularán conforme a los criterios que a tal efecto se pacten. Igualmente se pactará el carácter consolidable o no de dichos complementos salariales, no teniendo el carácter de consolidables, salvo acuerdo en contrario, los que estén vinculados al puesto de trabajo o a la situación y resultados de la empresa."," El salario es un concepto relacionado con los trabajadores y se refiere al pago que reciben por su trabajo. En este contexto, un comité de empresa tiene la competencia de monitorear el cumplimiento de las leyes laborales vigentes sobre salarios. El comité debe reunirse con el empleador, analizar informes y opiniones del empleador en relación a ciertas cuestiones, y poder llegar a un acuerdo sobre estas cuestiones sin perjuicio de las facultades que se reconocen al empleador. Tienen también la obligación de emitir informes que deben ser preparados en el plazo máximo de quince días desde que hayan sido solicitados y remitidas las informaciones correspondientes.",0.37,0.03,0.17,0.15,0.5966075,0.98
70,¿Quién satisface las cargas fiscales y de Seguridad Social a cargo del trabajador?,"Todas las cargas fiscales y de Seguridad Social a cargo del trabajador serán satisfechas por el mismo, siendo nulo todo pacto en contrario."," La empresa satisface las cargas fiscales y de Seguridad Social a cargo del trabajador. El Fondo RED de Flexibilidad y Estabilización del Empleo, adscrito al Ministerio de Trabajo y Economía Social, puede ofrecer prestaciones y exenciones a las empresas en el pago de las cotizaciones a la Seguridad Social.",0.37,0.27,0.35,0.33,0.45058337,0.9
71,¿Cómo se fija el Salario Mínimo Interprofesional?,"1. El Gobierno fijará, previa consulta con las organizaciones sindicales y asociaciones empresariales más representativas, anualmente, el salario mínimo interprofesional, 

Igualmente se fijará una revisión semestral para el caso de que no se cumplan las previsiones sobre el índice de precios citado.

La revisión del salario mínimo interprofesional no afectará a la estructura ni a la cuantía de los salarios profesionales cuando estos, en su conjunto y cómputo anual, fueran superiores a aquel.

2. El salario mínimo interprofesional, en su cuantía, es inembargable.
"," El salario mínimo interprofesional es fijado anualmente por el Gobierno en consideración del Índice de Precios de Consumo, la productividad media nacional, el incremento de la participación del trabajo en la renta nacional y la coyuntura económica general. Se realiza una revisión semestral si no se cumplen las previsiones sobre el índice de precios citado. El salario mínimo interprofesional es inembargable y está sujeto a una determinación del periodo de devengo, la forma de computo y el prorrateo de pagas extraordinarias. La cuantía resultante se garantiza como inembargable en cada caso.",0.48,0.25,0.34,0.31,0.70877147,0.98
72,¿Cómo se liquida y se paga el salario?,"1. La liquidación y el pago del salario se harán puntual y documentalmente en la fecha y lugar convenidos o conforme a los usos y costumbres. El periodo de tiempo a que se refiere el abono de las retribuciones periódicas y regulares no podrá exceder de un mes.
La documentación del salario se realizará mediante la entrega al trabajador de un recibo individual y justificativo del pago del mismo. "," El salario se paga mensualmente, y el salario mínimo interprofesional es inembargable, tanto anual como mensual. Si junto con el salario mensual se percibiese una gratificación o paga extraordinaria, el límite de inembargabilidad estará constituido por el importe del salario mínimo interprofesional en cómputo anual prorrateado entre doce meses.",0.2,0.05,0.17,0.15,0.6839489,0.95
73,¿Cómo se regulan las gratificaciones extraordinarias?,"El trabajador tiene derecho a dos gratificaciones extraordinarias al año, una de ellas con ocasión de las fiestas de Navidad y la otra en el mes que se fije por convenio colectivo o por acuerdo entre el empresario y los representantes legales de los trabajadores. Igualmente se fijará por convenio colectivo la cuantía de tales gratificaciones.

No obstante, podrá acordarse en convenio colectivo que las gratificaciones extraordinarias se prorrateen en las doce mensualidades.
"," Las gratificaciones extraordinarias se regulan según el importe del salario mínimo interprofesional en cómputo anual prorrateado entre doce meses. La Gobierno también puede otorgar subvenciones, desgravaciones y otras medidas para fomentar el empleo de grupos específicos de trabajadores que encuentren dificultades especiales para acceder al empleo. Las medidas se regulan previa consulta a las organizaciones sindicales y asociaciones empresariales más representativas, y priorizando el fomento del empleo estable de los trabajadores desempleados y la conversión de contratos temporales en contratos por tiempo indefinido. Las normas para las organizaciones sindicales en el ámbito estatal se rigen según lo dispuesto en el artículo 75.7.",0.35,0.09,0.19,0.18,0.6121103,0.96
74,¿Cuáles son las garantías de las que goza el salario?,"1. Los créditos salariales por los últimos treinta días de trabajo y en cuantía que no supere el doble del salario mínimo interprofesional gozarán de preferencia sobre cualquier otro crédito, aunque este se encuentre garantizado por prenda o hipoteca.

2. Los créditos salariales gozarán de preferencia sobre cualquier otro crédito

3. Los créditos por salarios no protegidos en los apartados anteriores tendrán la condición de singularmente privilegiados en la cuantía que resulte de multiplicar el triple del salario mínimo interprofesional por el número de días del salario pendientes de pago, gozando de preferencia sobre cualquier otro crédito, excepto los créditos con derecho real, en los supuestos en los que estos, con arreglo a la ley, sean preferentes. La misma consideración tendrán las indemnizaciones por despido en la cuantía correspondiente al mínimo legal calculada sobre una base que no supere el triple del salario mínimo.

4. El plazo para ejercitar los derechos de preferencia del crédito salarial es de un año, a contar desde el momento en que debió percibirse el salario, transcurrido el cual prescribirán tales derechos.
"," Las garantías de salario que se refiere el texto incluyen la posibilidad para cada progenitor de disfrutar de hasta diez semanas de permiso voluntario y seis semanas de permiso obligatorio. Además, en caso de trabajar en la misma empresa, la entidad podrá limitar el disfrute simultáneo de estas semanas por razones fundadas y objetivas. El sistema de permitir a los progenitores disfrutar del permiso voluntario se implementará con una transición paulatina hasta que se produzca la total equiparación en los periodos de suspensión para ambos. A partir del 1 de enero de 2021, las normas reguladas en el Real Decreto-ley 6/2019 se aplicarán con plena vigencia.",0.3,0.03,0.17,0.13,0.5566521,0.94
75,¿Qué es el Fondo de Garantía Salarial?,"1. El Fondo de Garantía Salarial, abonará a los trabajadores el importe de los salarios pendientes de pago a causa de insolvencia o concurso del empresario.

A los anteriores efectos, se considerará salario la cantidad reconocida como tal en acto de conciliación o en resolución judicial por todos los conceptos a que se refiere el artículo 26.1, así como los salarios de tramitación en los supuestos en que legalmente procedan, sin que pueda el Fondo abonar, por uno u otro concepto, conjunta o separadamente, un importe superior a la cantidad resultante de multiplicar el doble del salario mínimo interprofesional diario, incluyendo la parte proporcional de las pagas extraordinarias, por el número de días de salario pendiente de pago, con un máximo de ciento veinte días.
"," El Fondo de Garantía Salarial es un sistema que agrupa a los trabajadores mediante grupos profesionales, basándose en criterios y sistemas correlacionales para garantizar la ausencia de sesgos de género, puestos de trabajo, criterios de encuadramiento y retribuciones. Estos grupos profesionales incluyen aptitudes, titulaciones y contenido general de la prestación, y pueden incluir diversas tareas, funciones, especialidades profesionales o responsabilidades asignadas al trabajador.",0.21,0.07,0.16,0.13,0.57057655,0.96
