,question,ground_truth,answer,rouge1,rouge2,rougeL,f1,sas,bertscore
44,¿Qué sucede si tanscurre el periodo de prueba sin desestimiento?,"Transcurrido el periodo de prueba sin que se haya producido el desistimiento, el contrato producirá plenos efectos, computándose el tiempo de los servicios prestados en la antigüedad ","Si se transcura el período de prueba sin desestimiento, los trabajadores afectados podrán ejercer sus acciones correspondientes, incluyendo la posibilidad de solicitar medidas coyunturales o definitivas. En este caso, la empresa no podrá aprovecharse del período de inactividad entre subcontratas para evitar adoptar las medidas necesarias.",0.23,0.05,0.18,0.22,0.3141346,0.97
45,¿Qué situaciones interrumpen el periodo de prueba?,"Las situaciones de incapacidad temporal, riesgo durante el embarazo, maternidad, adopción, guarda con fines de adopción, acogimiento, riesgo durante la lactancia y paternidad, que afecten al trabajador durante el periodo de prueba, interrumpen el cómputo del mismo siempre que se produzca acuerdo entre ambas partes.
","No lo sabes. La pregunta no parece estar relacionada directamente con el contexto proporcionado sobre contratos de trabajo y medidas para apoyar a las familias, como se ve en la información sobre disfrute voluntario y suspensión del contrato de trabajo. Si puedes proporcionar más contexto o clarificar la relación entre la pregunta y el contenido dado, estaré encantado de intentar ayudarte.",0.25,0.0,0.14,0.15,0.3253377,0.97
46,¿Qué tipos de trabajo se pueden realizar respecto a la duración del contrato?,El contrato de trabajo podrá concertarse por tiempo indefinido o por una duración determinada.,"No tengo información específica sobre los tipos de trabajo relacionados con la duración del contrato respecto a la jornada. Sin embargo, puedo decirte que hay diferentes categorías de contratos formativos que pueden variar en duración y condiciones. Si necesitas más detalles o información específica sobre un tipo de contrato, no dudes en preguntar.",0.16,0.05,0.11,0.15,0.5145594,0.95
47,¿Cuándo se pueden realizar contratos de duración determinada?,"a) Cuando se contrate al trabajador para la realización de una obra o servicio determinados, con autonomía y sustantividad propia dentro de la actividad de la empresa y cuya ejecución, aunque limitada en el tiempo, sea en principio de duración incierta.
no podrán tener una duración superior a tres años ampliable hasta doce meses más por convenio colectivo de ámbito sectorial 
Transcurridos estos plazos, los trabajadores adquirirán la condición de trabajadores fijos de la empresa.
b) Cuando las circunstancias del mercado, acumulación de tareas o exceso de pedidos así lo exigieran, aun tratándose de la actividad normal de la empresa. En tales casos, los contratos podrán tener una duración máxima de seis meses, dentro de un periodo de doce meses, contados a partir del momento en que se produzcan dichas causas. Por convenio colectivo de ámbito sectorial estatal o, en su defecto, por convenio colectivo sectorial de ámbito inferior, podrá modificarse la duración máxima de estos contratos y el periodo dentro del cual se puedan realizar en atención al carácter estacional de la actividad en que dichas circunstancias se puedan producir. En tal supuesto, el periodo máximo dentro del cual se podrán realizar será de dieciocho meses, no pudiendo superar la duración del contrato las tres cuartas partes del periodo de referencia establecido ni, como máximo, doce meses.

En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, por una única vez, sin que la duración total del contrato pueda exceder de dicha duración máxima.
c) Cuando se trate de sustituir a trabajadores con derecho a reserva del puesto de trabajo, siempre que en el contrato de trabajo se especifique el nombre del sustituido y la causa de sustitución.
","Respuesta: Los contratos de duración determinada pueden ser realizados en dos situaciones:

1. Convencionalmente establecida, podrá prorrogarse por una única vez sin exceder la duración máxima establecida.
2. Las empresas también pueden formalizar contratos por circunstancias de producción para atender situaciones ocasionales y previsibles, con una duración reducida y delimitada, pero solo un máximo de 90 días al año natural.",0.23,0.09,0.13,0.12,0.57393163,0.94
48,¿Qué efecto tiene un contrato temporal celebrado en fraude de ley?,Se presumirán por tiempo indefinido los contratos temporales celebrados en fraude de ley.,El contrato temporal celebrado en fraude de ley se considera como un contrato indefinido de carácter ordinario.,0.5,0.27,0.38,0.27,0.77584136,0.95
49,¿Cuándo se deben notificar los contratos determinados a la representación legal de los trabajadores?,Los empresarios habrán de notificar a la representación legal de los trabajadores en las empresas los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en este artículo cuando no exista obligación legal de entregar copia básica de los mismos.,"No lo sabes, pero en el contexto de la pregunta, parece que los contratos determinados a la representación legal de los trabajadores deben notificarse al representante legal una vez alcanzado el acuerdo o comunicada la decisión. ¿Puedo ayudarte con algo más?",0.38,0.17,0.23,0.26,0.5999477,0.96
50,¿Qué derechos tiene un trabajador con un contrato temporal?,"Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
El empresario deberá informar a los trabajadores de la empresa con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que los demás trabajadores.","Un trabajador con un contrato temporal tiene derecho a convertirse en trabajador fijo si ha estado contratado durante un plazo superior a 18 meses, con o sin solución de continuidad, por la misma empresa o grupo de empresas. Además, si ha sido dada de alta en la Seguridad Social después del plazo de prueba y ha continuado trabajando por el mismo o diferente puesto de trabajo, también tiene derecho a convertirse en trabajador fijo.",0.36,0.04,0.22,0.13,0.6141874,0.94
51,¿Qué derechos tiene un trabajador con un contrato de duración determinada?,"Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
Cuando un determinado derecho o condición de trabajo esté atribuido en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa antigüedad del trabajador, esta deberá computarse según los mismos criterios para todos los trabajadores, cualquiera que sea su modalidad de contratación.
","Un trabajador con un contrato de duración determinada tiene derecho a:

- Un certificado del Servicio Público de Empleo para acreditar su condición de persona trabajadora fija en la empresa.
- Percepción del salario correspondiente al tiempo trabajado durante el período de duración establecida, incluso si ha abandonado el trabajo.
- Permiso parental con un período de disfrute razonable, sin necesidad de justificación previa y siempre que se ofrezca una alternativa similar.

Sin embargo, también tiene obligaciones, como:

- Entregar un preaviso formal del trabajador al empresario antes de finalizar el contrato.
- Realizar un preaviso formal para la extinción anticipada del contrato.",0.36,0.13,0.23,0.19,0.52785724,0.97
52,¿Qué características tiene un contrato fijo-discontinuo?,"1. El contrato por tiempo indefinido fijo-discontinuo se concertará para realizar trabajos que tengan el carácter de fijos-discontinuos y no se repitan en fechas ciertas, dentro del volumen normal de actividad de la empresa.

A los supuestos de trabajos discontinuos que se repitan en fechas ciertas les será de aplicación la regulación del contrato a tiempo parcial celebrado por tiempo indefinido.

2. Los trabajadores fijos-discontinuos serán llamados en el orden y la forma que se determine en los respectivos convenios colectivos, pudiendo el trabajador, en caso de incumplimiento, reclamar en procedimiento de despido ante la jurisdicción social, iniciándose el plazo para ello desde el momento en que tuviese conocimiento de la falta de convocatoria.

3. Este contrato se deberá formalizar necesariamente por escrito en el modelo que se establezca y en él deberá figurar una indicación sobre la duración estimada de la actividad, así como sobre la forma y orden de llamamiento que establezca el convenio colectivo aplicable, haciendo constar igualmente, de manera orientativa, la jornada laboral estimada y su distribución horaria.

4. Los convenios colectivos de ámbito sectorial podrán acordar, cuando las peculiaridades de la actividad del sector así lo justifiquen, la celebración a tiempo parcial de los contratos fijos-discontinuos, así como los requisitos y especialidades para la conversión de contratos temporales en contratos fijos-discontinuos.
","Un contrato fijo-discontinuo tiene varias características clave:

1. Previsibilidad: Los periodos de ejecución son ciertos, determinados o indeterminados y forman parte de la actividad ordinaria de la empresa.
2. Prestación intermitente: El contrato se basa en la prestación de servicios en un marco de contratas mercantiles o administrativas previsibles.
3. Formalización por escrito: El contrato debe formalizarse por escrito y reflejar los elementos esenciales de la actividad laboral, como la duración del periodo de actividad y la jornada.
4. Plazo máximo de inactividad: En algunos casos, el plazo máximo de inactividad entre subcontratas puede establecerse en tres meses, aunque pueden ser superados por las medidas coyunturales o definitivas que se adopten.

Es importante destacar que los convenios colectivos sectoriales pueden determinar una bolsa sectorial de empleo para personas fijas-discontinuas durante los periodos de inactividad.",0.38,0.12,0.21,0.17,0.5415256,0.98
53,¿Es posible la discriminación en las relaciones laborales?,"Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
","No sabes la respuesta a la pregunta. Sin embargo, según el artículo 25 de la Ley Promoción Económica, es posible establecer medidas de acción positiva para eliminar o compensar situaciones de discriminación en las relaciones laborales entre mujeres y hombres, incluso reduciendo el límite de promoción económica hasta un 20% de las personas ocupadas en determinadas actividades económicas.",0.24,0.05,0.14,0.11,0.51499784,0.94
54,¿Es posible la discriminación en las relaciones laborales?,"Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
","[S] [INST]Pregunta: ¿Es posible la discriminación en las relaciones laborales?[/INST]

[Respuesta]
Sí, es posible la discriminación en las relaciones laborales, especialmente entre mujeres y hombres. La ley establece medidas para combatir esta discriminación y promover la igualdad real y efectiva entre ambos géneros.",0.18,0.03,0.11,0.07,0.53990877,0.94
55,¿Es posible realizar registros sobre el trabajador?,"Solo podrán realizarse registros sobre la persona del trabajador, en sus taquillas y efectos particulares, cuando sean necesarios para la protección del patrimonio empresarial y del de los demás trabajadores de la empresa, dentro del centro de trabajo y en horas de trabajo. ","No sé si es posible realizar registros sobre el trabajador sin autorización explícita. Sin embargo, según lo establecido en la normativa laboral, los representantes de los trabajadores tienen derecho a:

*   Reunirse con el empresario para obtener una respuesta justificada a sus preguntas y contrastar sus puntos de vista.
*   Realizar consultas y emitir informes sobre el cumplimiento de las normas laborales y la situación de contenido apropiado en la empresa.",0.39,0.05,0.2,0.18,0.4918559,0.96
56,¿Qué derechos y obligaciones tiene un trabajador en materia de seguridad y salud en el trabajo?,"1. El trabajador, en la prestación de sus servicios, tendrá derecho a una protección eficaz en materia de seguridad y salud en el trabajo.

2. El trabajador está obligado a observar en su trabajo las medidas legales y reglamentarias de seguridad y salud en el trabajo.

3. En la inspección y control de dichas medidas que sean de observancia obligada por el empresario, el trabajador tiene derecho a participar por medio de sus representantes legales en el centro de trabajo, si no se cuenta con órganos o centros especializados competentes en la materia a tenor de la legislación vigente.
","Un trabajador tiene derecho a:

1. **Evaluación gratuita de su estado de salud antes de afectarse a un trabajo nocturno**.
2. **Reconocimiento de problemas de salud ligados al trabajo nocturno y derecho a cambiar de puesto de trabajo diurno**, siempre que sea profesionalmente apto.
3. **Cambio de puesto de trabajo diurno de conformidad con los artículos 39 y 41 de la Ley 31/1995, de Prevención de Riesgos Laborales**.

También es obligación del empresario garantizar que los trabajadores nocturnos tengan acceso a una evaluación gratuita de su estado de salud regularmente, en los términos establecidos en la ley.",0.39,0.09,0.22,0.17,0.7249581,0.96
57,¿Es obligatorio realizar formación acerca de Prevención de Riesgos Laborales?,"El empresario está obligado a garantizar que cada trabajador reciba una formación teórica y práctica, suficiente y adecuada, en materia preventiva tanto en el momento de su contratación, cualquiera que sea la modalidad o duración de esta, como cuando se produzcan cambios en las funciones que desempeñe o se introduzcan nuevas tecnologías o cambios en los equipos de trabajo. ","No sé si es obligatorio realizar formación acerca de Prevención de Riesgos Laborales. De acuerdo con la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales, se requiere una evaluación gratuita de salud antes del inicio de un trabajo nocturno y a intervalos regulares, así como garantizar que los trabajadores nocturnos tengan acceso a puestos de trabajo diurnos adecuados. Sin embargo, no hay información explícita sobre la obligatoriedad de realizar formación en Prevención de Riesgos Laborales para todos los trabajadores.",0.25,0.05,0.15,0.17,0.5364133,0.96
58,¿Cuál es la obligación de los delegados de prevención o representantes legales de los trabajadores en materia de seguridad y salud en el trabajo?,"Los delegados de prevención y, en su defecto, los representantes legales de los trabajadores en el centro de trabajo, que aprecien una probabilidad seria y grave de accidente por la inobservancia de la legislación aplicable en la materia, requerirán al empresario por escrito para que adopte las medidas oportunas que hagan desaparecer el estado de riesgo; si la petición no fuese atendida en un plazo de cuatro días, se dirigirán a la autoridad competente; 

Si el riesgo de accidente fuera inminente, la paralización de las actividades podrá ser acordada por los representantes de los trabajadores, por mayoría de sus miembros. 
El acuerdo será comunicado de inmediato a la empresa y a la autoridad laboral, la cual, en veinticuatro horas, anulará o ratificará la paralización acordada.
","La obligación de los delegados de prevención o representantes legales de los trabajadores en materia de seguridad y salud en el trabajo es participar en la inspección y control de las medidas de seguridad y salud en el lugar de trabajo, junto con los responsables del centro de trabajo, si no hay órganos especializados competentes.",0.41,0.19,0.25,0.2,0.53120685,0.96
59,¿Cuáles son los poderes de dirección y control del empresario en la actividad laboral?,"1. El trabajador estará obligado a realizar el trabajo convenido bajo la dirección del empresario o persona en quien este delegue.

 el trabajador debe al empresario la diligencia y la colaboración en el trabajo que marquen las disposiciones legales, los convenios colectivos y las órdenes o instrucciones adoptadas por aquel en el ejercicio regular de sus facultades de dirección y, en su defecto, por los usos y costumbres. 
3. El empresario podrá adoptar las medidas que estime más oportunas de vigilancia y control para verificar el cumplimiento por el trabajador de sus obligaciones y deberes laborales, 
4. El empresario podrá verificar el estado de salud del trabajador que sea alegado por este para justificar sus faltas de asistencia al trabajo, mediante reconocimiento a cargo de personal médico. La negativa del trabajador a dichos reconocimientos podrá determinar la suspensión de los derechos económicos que pudieran existir a cargo del empresario por dichas situaciones.
","El empresario no tiene poderes directores ni de control en la actividad laboral, ya que sus funciones son principalmente administrativas y financieras. Sin embargo, puede ejercer su derecho a sindicar a sus empleados y participar en elecciones sindicales para elegir a su representante sindical, lo que le da cierto grado de influencia en las decisiones colectivas del lugar de trabajo.",0.23,0.01,0.14,0.13,0.54068434,0.94
60,¿Puede el trabajador tener una prestación laboral para diferentes empresarios?,"No podrá efectuarse la prestación laboral de un trabajador para diversos empresarios cuando se estime concurrencia desleal o cuando se pacte la plena dedicación mediante compensación económica expresa, en los términos que al efecto se convengan.
","No tengo información específica sobre si un trabajador puede tener prestaciones laborales para diferentes empresarios a través de grupos profesionales. Sin embargo, es probable que la respuesta sea sí, ya que los grupos profesionales se enfocan en agrupar las aptitudes y habilidades profesionales de manera unitaria, lo que permitiría a un trabajador ofrecer sus servicios a varias empresas.",0.23,0.02,0.17,0.23,0.41765603,0.97
61,¿Cuáles son las características de un pacto de no concurrencia posterior a la extinción del contrato?," no podrá tener una duración superior a dos años para los técnicos y de seis meses para los demás trabajadores, solo será válido si concurren los requisitos siguientes:

a) Que el empresario tenga un efectivo interés industrial o comercial en ello.

b) Que se satisfaga al trabajador una compensación económica adecuada.
","No tengo información específica sobre las características de un pacto de no concurrencia posterior a la extinción del contrato en el contexto de jornada laboral. Sin embargo, puedo decirte que:

- Un pacto de no concurrencia es una cláusula contractual que impide a dos o más personas concertar un nuevo contrato laboral con la misma empresa durante un período determinado después de que un contrato termine.

- Si al término del contrato la persona continuase en la empresa, no podrá concertarse un nuevo periodo de prueba. Esto es porque el ""periodo de prueba"" es una fase inicial del contrato para evaluar las habilidades y la compatibilidad laboral de la persona con la empresa; si ya ha completado este período, no puede volver a estar en ese estado.

- Los contratos formativos celebrados en fraude de ley o aquellos respecto de los cuales la empresa incumple sus obligaciones formativas se considerarían como contratos indefinidos. Esto significa que, legalmente, estos contratos tendrían características más similares a un contrato laboral estable que uno temporal.

- La regulación específica de los contratos formativos en España (y otras jurisdicciones) puede variar según las normas y regulaciones vigentes. En este caso, parece que se están tomando medidas para regular mejor estos tipos de contratos con el fin de garantizar la estabilidad laboral y mejorar las condiciones de trabajo.

Si deseas obtener más detalles o explicaciones específicas sobre algún punto de estas respuestas, no dudes en preguntar.",0.18,0.02,0.1,0.11,0.58783406,0.92
62,¿Cuál es el régimen de la compensación económica por plena dedicación del trabajador?,"el trabajador podrá rescindir el acuerdo y recuperar su libertad de trabajo en otro empleo, comunicándolo por escrito al empresario con un preaviso de treinta días, perdiéndose en este caso la compensación económica u otros derechos vinculados a la plena dedicación.","No tengo información específica sobre el régimen de compensación económica por plena dedicación del trabajador, pero puedo decir que según lo indicado en el texto proporcionado, la compensación económica se determina en función de una norma legal o convencional y debe cumplir con lo establecido en cuanto a duración de la ausencia y compensación económica.

Si el trabajador cumple con su deber durante un período de tres meses y representa más del 20% de las horas laborables, la empresa puede pasar al trabajador a la situación de excedencia regulada en el artículo 46.1. En este caso, si el trabajador recibe una indemnización por cumplimiento del deber o desempeño del cargo, se descontará el importe de la misma del salario al que tenga derecho en la empresa.

Sin embargo, no tengo información específica sobre cómo se calcula la compensación económica o qué otros factores pueden influir en este proceso. Es posible que sea necesario consultar otras normas o regulaciones para obtener más información.",0.23,0.09,0.15,0.17,0.52817446,0.94
63,¿Tendrá derecho el empresario a percibir una compensación económica por especialización profesional si se abandona el trabajo?," El acuerdo no será de duración superior a dos años y se formalizará siempre por escrito. Si el trabajador abandona el trabajo antes del plazo, el empresario tendrá derecho a una indemnización de daños y perjuicios.",No sé si el empresario tendrá derecho a percibir una compensación económica por especialización profesional si se abandona el trabajo. El contrato de trabajo no establece explícitamente esta compensación y la legislación no proporciona una respuesta clara en este sentido.,0.42,0.17,0.26,0.37,0.5033288,0.97
64,¿Cuáles son las reglas del sistema de clasificación profesional?,"1. Mediante la negociación colectiva o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establecerá el sistema de clasificación profesional de los trabajadores por medio de grupos profesionales.

2. Se entenderá por grupo profesional el que agrupe unitariamente las aptitudes profesionales, titulaciones y contenido general de la prestación, y podrá incluir distintas tareas, funciones, especialidades profesionales o responsabilidades asignadas al trabajador.

3. La definición de los grupos profesionales se ajustará a criterios y sistemas que tengan como objeto garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres.

4. Por acuerdo entre el trabajador y el empresario se asignará al trabajador un grupo profesional y se establecerá como contenido de la prestación laboral objeto del contrato de trabajo la realización de todas las funciones correspondientes al grupo profesional asignado o solamente de alguna de ellas. Cuando se acuerde la polivalencia funcional o la realización de funciones propias de más de un grupo, la equiparación se realizará en virtud de las funciones que se desempeñen durante mayor tiempo.
","No sabes la respuesta específica a esta pregunta. Sin embargo, puedo proporcionarte información general sobre los grupos profesionales y su relación con las certificaciones acreditativas de capacidad representativa en el ámbito estatal.

En resumen, según lo establecido en el artículo 75.7 del BOLETÍN OFICIAL DEL ESTADO LEGISLACIÓN CONSOLIDADA Página 26, las comunidades autónomas deben remitir mensualmente copia de las actas electorales registradas a la oficina pública estatal para expedir certificaciones acreditativas de la capacidad representativa de las organizaciones sindicales. Sin embargo, no tengo información específica sobre las reglas del sistema de clasificación profesional en este contexto.",0.23,0.05,0.14,0.12,0.5522107,0.96
65,¿Qué derechos tiene el trabajador respecto a la promoción y formación profesional en el trabajo?,"a) Al disfrute de los permisos necesarios para concurrir a exámenes, 
cuando curse con regularidad estudios para la obtención de un título académico o profesional.

b) A la adaptación de la jornada ordinaria de trabajo para la asistencia a cursos de formación profesional.

c) A la concesión de los permisos oportunos de formación o perfeccionamiento profesional con reserva del puesto de trabajo.

d) A la formación necesaria para su adaptación a las modificaciones operadas en el puesto de trabajo. La misma correrá a cargo de la empresa, 
El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo.

3. Los trabajadores con al menos un año de antigüedad en la empresa tienen derecho a un permiso retribuido de veinte horas anuales de formación profesional para el empleo, vinculada a la actividad de la empresa, acumulables por un periodo de hasta cinco años. ","La respuesta correcta es:

b) A la promoción y formación profesional en el trabajo, incluida la dirigida a su adaptación a las modificaciones operadas en el puesto de trabajo, así como al desarrollo de planes y acciones formativas tendentes a favorecer su mayor empleabilidad.",0.27,0.15,0.24,0.18,0.61418784,0.94
66,¿Cómo se regulan los ascensos?,"1. Los ascensos dentro del sistema de clasificación profesional se producirán conforme a lo que se establezca en convenio o, en su defecto, en acuerdo colectivo entre la empresa y los representantes de los trabajadores.

teniendo en cuenta la formación, méritos, antigüedad del trabajador, así como las facultades organizativas del empresario.

2. Los ascensos y la promoción profesional en la empresa se ajustarán a criterios y sistemas que tengan como objetivo garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres, pudiendo establecerse medidas de acción positiva dirigidas a eliminar o compensar situaciones de discriminación.
","Según el texto proporcionado, los ascensos se regulan mediante la definición de grupos profesionales y la consideración de los sindicatos más representativos a nivel estatal.",0.2,0.04,0.15,0.11,0.56383854,0.94
67,¿Cómo se regula la promoción económica?,"1. El trabajador, en función del trabajo desarrollado, podrá tener derecho a una promoción económica en los términos fijados en convenio colectivo o contrato individual.","La promoción económica se regula mediante leyes y acuerdos colectivos que establecen los derechos de los trabajadores, como la celebración de elecciones en caso de sindicalización. Estos acuerdos deben comunicarse a la autoridad laboral para su depósito y publicidad.

En cuanto a la regulación específica, no tengo información adicional en el texto proporcionado sobre cómo se regula la promoción económica en general. Sin embargo, puedo decir que las leyes laborales y los acuerdos colectivos son fundamentales para regular la relación entre los trabajadores y los empleadores, incluyendo aspectos como la representación sindical y la celebración de elecciones.

Si necesitas información más detallada o específica sobre la regulación de la promoción económica en tu país o región, te recomendaría buscar fuentes legales oficiales o consultar con un experto en derecho laboral.",0.16,0.04,0.13,0.09,0.54390544,0.93
68,¿Qué se considera salario?,"1. Se considerará salario la totalidad de las percepciones económicas de los trabajadores, en dinero o en especie, por la prestación profesional de los servicios laborales por cuenta ajena, ya retribuyan el trabajo efectivo, cualquiera que sea la forma de remuneración, o los periodos de descanso computables como de trabajo.

En ningún caso, incluidas las relaciones laborales de carácter especial a que se refiere el artículo 2, el salario en especie podrá superar el treinta por ciento de las percepciones salariales del trabajador, ni dar lugar a la minoración de la cuantía íntegra en dinero del salario mínimo interprofesional.

2. No tendrán la consideración de salario las cantidades percibidas por el trabajador en concepto de indemnizaciones o suplidos por los gastos realizados como consecuencia de su actividad laboral, las prestaciones e indemnizaciones de la Seguridad Social y las indemnizaciones correspondientes a traslados, suspensiones o despidos.
","Según lo establecido en el texto, se considera salario a ""la prestación de trabajo"".",0.13,0.06,0.09,0.09,0.5458042,0.84
69,¿Qué debe comprender el salario?,"Mediante la negociación colectiva o, en su defecto, el contrato individual, se determinará la estructura del salario, que deberá comprender el salario base, como retribución fijada por unidad de tiempo o de obra y, en su caso, complementos salariales fijados en función de circunstancias relativas a las condiciones personales del trabajador, al trabajo realizado o a la situación y resultados de la empresa, que se calcularán conforme a los criterios que a tal efecto se pacten. Igualmente se pactará el carácter consolidable o no de dichos complementos salariales, no teniendo el carácter de consolidables, salvo acuerdo en contrario, los que estén vinculados al puesto de trabajo o a la situación y resultados de la empresa.","No sabía la respuesta específica a la pregunta ""¿Qué debe comprender el salario?"". Sin embargo, puedo proporcionarte información general sobre el tema.

En general, un salario debe cumplir con varios criterios para ser considerado justo y equitativo. Algunos de estos criterios pueden incluir:

*   Nivel de vida: El salario debe permitir a los trabajadores mantener un nivel de vida adecuado.
*   Productividad: El salario debe estar relacionado con la productividad y el desempeño del trabajador.
*   Mercado: El salario debe estar en consonancia con lo que se ofrece por el mercado para las mismas tareas y habilidades.
*   Equidad: El salario debe ser equitativo entre los trabajadores con funciones y responsabilidades similares.

Sin embargo, es importante tener en cuenta que la pregunta específica ""¿Qué debe comprender el salario?"" requiere una respuesta más detallada y especializada. Si puedes proporcionar más contexto o aclarar la pregunta, estaré encantado de intentar ayudarte con una respuesta más precisa.",0.28,0.05,0.15,0.12,0.662733,0.96
70,¿Quién satisface las cargas fiscales y de Seguridad Social a cargo del trabajador?,"Todas las cargas fiscales y de Seguridad Social a cargo del trabajador serán satisfechas por el mismo, siendo nulo todo pacto en contrario.","La respuesta a la pregunta es que no se especifica quién satisface las cargas fiscales y de Seguridad Social a cargo del trabajador en el texto proporcionado. Sin embargo, se menciona que la Inspección de Trabajo y Seguridad Social tendrá acceso a los datos necesarios para desarrollar actuaciones de control.",0.37,0.27,0.32,0.36,0.41764006,0.97
71,¿Cómo se fija el Salario Mínimo Interprofesional?,"1. El Gobierno fijará, previa consulta con las organizaciones sindicales y asociaciones empresariales más representativas, anualmente, el salario mínimo interprofesional, 

Igualmente se fijará una revisión semestral para el caso de que no se cumplan las previsiones sobre el índice de precios citado.

La revisión del salario mínimo interprofesional no afectará a la estructura ni a la cuantía de los salarios profesionales cuando estos, en su conjunto y cómputo anual, fueran superiores a aquel.

2. El salario mínimo interprofesional, en su cuantía, es inembargable.
","La respuesta a la pregunta es lo siguiente:

El salario mínimo interprofesional se fija anualmente por el Gobierno, previa consulta con las organizaciones sindicales y asociaciones empresariales más representativas, teniendo en cuenta los siguientes indicadores:

* El índice de precios de consumo.
* La productividad media nacional alcanzada.
* El incremento de la participación del trabajo en la renta nacional.
* La coyuntura económica general.

En caso de que no se cumplan las previsiones sobre el índice de precios citado, se fija una revisión semestral.",0.58,0.39,0.36,0.42,0.6021363,0.97
72,¿Cómo se liquida y se paga el salario?,"1. La liquidación y el pago del salario se harán puntual y documentalmente en la fecha y lugar convenidos o conforme a los usos y costumbres. El periodo de tiempo a que se refiere el abono de las retribuciones periódicas y regulares no podrá exceder de un mes.
La documentación del salario se realizará mediante la entrega al trabajador de un recibo individual y justificativo del pago del mismo. ","No sé cómo se liquida y se paga el salario. Sin embargo, puedo decir que el salario mínimo interprofesional es inembargable, lo que significa que no puede ser utilizado para pagar deudas o satisfacer obligaciones contraídas por el empleado. La cuantía del salario mínimo interprofesional es limitada y está destinada a cubrir necesidades básicas del trabajador.",0.27,0.02,0.16,0.16,0.5423265,0.96
73,¿Cómo se regulan las gratificaciones extraordinarias?,"El trabajador tiene derecho a dos gratificaciones extraordinarias al año, una de ellas con ocasión de las fiestas de Navidad y la otra en el mes que se fije por convenio colectivo o por acuerdo entre el empresario y los representantes legales de los trabajadores. Igualmente se fijará por convenio colectivo la cuantía de tales gratificaciones.

No obstante, podrá acordarse en convenio colectivo que las gratificaciones extraordinarias se prorrateen en las doce mensualidades.
","La regulación de las gratificaciones extraordinarias se establece en el artículo mencionado, que indica que el límite de inembargabilidad estará constituido por el importe del salario mínimo interprofesional en cómputo anual prorrateado entre doce meses.",0.31,0.11,0.19,0.2,0.6440419,0.94
