,id_original,original,expandida,ground_truth
63,104,¿cuándo se considera que existe un despido colectivo?,¿cuándo se considera que existe un extinción del contrato colectivo?,"se entenderá por despido colectivo la extinción de contratos de trabajo fundada en causas económicas, técnicas, organizativas o de producción cuando, en un periodo de noventa días, la extinción afecte al menos a:

a) Diez trabajadores, en las empresas que ocupen menos de cien trabajadores.

b) El diez por ciento del número de trabajadores de la empresa en aquellas que ocupen entre cien y trescientos trabajadores.

c) Treinta trabajadores en las empresas que ocupen más de trescientos trabajadores.
"
64,105,¿qué requiere la realización de un despido colectivo?,¿qué requiere la realización de un extinción del contrato colectivo?," deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a treinta días naturales, o de quince en el caso de empresas de menos de cincuenta trabajadores.
La consulta se llevará a cabo en una única comisión negociadora, si bien, de existir varios centros de trabajo, quedará circunscrita a los centros afectados por el procedimiento. La comisión negociadora estará integrada por un máximo de trece miembros en representación de cada una de las partes."
65,106,¿tiene algún privilegio laboral los representantes legales en un despido colectivo?,¿tiene algún privilegio laboral los representantes legales en un extinción del contrato colectivo?,"Los representantes legales de los trabajadores tendrán prioridad de permanencia en la empresa en los supuestos a que se refiere este artículo. Mediante convenio colectivo o acuerdo alcanzado durante el periodo de consultas se podrán establecer prioridades de permanencia a favor de otros colectivos, tales como trabajadores con cargas familiares, mayores de determinada edad o personas con discapacidad."
66,107,¿qué debe hacer una empresa cuando el despido colectivo afecte a más de 50 personas?,¿qué debe hacer una empresa cuando el extinción del contrato colectivo afecte a más de 50 personas?," deberá ofrecer a los trabajadores afectados un plan de recolocación externa a través de empresas de recolocación autorizadas. Dicho plan, diseñado para un periodo mínimo de seis meses, deberá incluir medidas de formación y orientación profesional, atención personalizada al trabajador afectado y búsqueda activa de empleo. En todo caso, lo anterior no será de aplicación en las empresas que se hubieran sometido a un procedimiento concursal. El coste de la elaboración e implantación de dicho plan no recaerá en ningún caso sobre los trabajadores.
"
67,110,¿en qué consiste un despido disciplinario?,¿en qué consiste un extinción del contrato disciplinario?,"1. El contrato de trabajo podrá extinguirse por decisión del empresario, mediante despido basado en un incumplimiento grave y culpable del trabajador.

2. Se considerarán incumplimientos contractuales:

a) Las faltas repetidas e injustificadas de asistencia o puntualidad al trabajo.

b) La indisciplina o desobediencia en el trabajo.

c) Las ofensas verbales o físicas al empresario o a las personas que trabajan en la empresa o a los familiares que convivan con ellos.

d) La transgresión de la buena fe contractual, así como el abuso de confianza en el desempeño del trabajo.

e) La disminución continuada y voluntaria en el rendimiento de trabajo normal o pactado.

f) La embriaguez habitual o toxicomanía si repercuten negativamente en el trabajo.

g) El acoso por razón de origen racial o étnico, religión o convicciones, discapacidad, edad u orientación sexual y el acoso sexual o por razón de sexo al empresario o a las personas que trabajan en la empresa.
"
68,111,¿cuáles son los requisitos formales de un despido disciplinario?,¿cuáles son los requisitos formales de un extinción del contrato disciplinario?,"1. El despido deberá ser notificado por escrito al trabajador, haciendo figurar los hechos que lo motivan y la fecha en que tendrá efectos.

Cuando el trabajador fuera representante legal de los trabajadores o delegado sindical procederá la apertura de expediente contradictorio, en el que serán oídos, además del interesado, los restantes miembros de la representación a que perteneciere, si los hubiese.

Si el trabajador estuviera afiliado a un sindicato y al empresario le constase, deberá dar audiencia previa a los delegados sindicales de la sección sindical correspondiente a dicho sindicato.

2. Si el despido se realizara inobservando lo establecido en el apartado anterior, el empresario podrá realizar un nuevo despido en el que cumpla los requisitos omitidos en el precedente. Dicho nuevo despido, que solo surtirá efectos desde su fecha, solo cabrá efectuarlo en el plazo de veinte días, a contar desde el siguiente al del primer despido. Al realizarlo, el empresario pondrá a disposición del trabajador los salarios devengados en los días intermedios, manteniéndole durante los mismos en alta en la Seguridad Social.

3. El despido será calificado como procedente, improcedente o nulo.

4. El despido se considerará procedente cuando quede acreditado el incumplimiento alegado por el empresario en su escrito de comunicación. Será improcedente en caso contrario o cuando en su forma no se ajustara a lo establecido en el apartado 1.

5. Será nulo el despido que tenga por móvil alguna de las causas de discriminación prohibidas en la Constitución o en la ley, o bien se produzca con violación de derechos fundamentales y libertades públicas del trabajador.
"
69,112,¿qué efectos tiene un despido nulo?,¿qué efectos tiene un extinción del contrato nulo?,"El despido nulo tendrá el efecto de la readmisión inmediata del trabajador, con abono de los salarios dejados de percibir."
70,113,¿qué efectos tiene el despido procedente?,¿qué efectos tiene el extinción del contrato procedente?,"El despido procedente convalidará la extinción del contrato de trabajo que con aquel se produjo, sin derecho a indemnización ni a salarios de tramitación."
71,114,¿qué efectos tiene el despido improcedente?,¿qué efectos tiene el extinción del contrato improcedente?,"1. Cuando el despido sea declarado improcedente, el empresario, en el plazo de cinco días desde la notificación de la sentencia, podrá optar entre la readmisión del trabajador o el abono de una indemnización equivalente a treinta y tres días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año, hasta un máximo de veinticuatro mensualidades. La opción por la indemnización determinará la extinción del contrato de trabajo, que se entenderá producida en la fecha del cese efectivo en el trabajo.

2. En caso de que se opte por la readmisión, el trabajador tendrá derecho a los salarios de tramitación. Estos equivaldrán a una cantidad igual a la suma de los salarios dejados de percibir desde la fecha de despido hasta la notificación de la sentencia que declarase la improcedencia o hasta que hubiera encontrado otro empleo, si tal colocación fuera anterior a dicha sentencia y se probase por el empresario lo percibido, para su descuento de los salarios de tramitación.

3. En el supuesto de no optar el empresario por la readmisión o la indemnización, se entiende que procede la primera.

4. Si el despedido fuera un representante legal de los trabajadores o un delegado sindical, la opción corresponderá siempre a este. De no efectuar la opción, se entenderá que lo hace por la readmisión. Cuando la opción, expresa o presunta, sea en favor de la readmisión, esta será obligada. Tanto si opta por la indemnización como si lo hace por la readmisión, tendrá derecho a los salarios de tramitación a los que se refiere el apartado 2.

5. Cuando la sentencia que declare la improcedencia del despido se dicte transcurridos más de noventa días hábiles desde la fecha en que se presentó la demanda, el empresario podrá reclamar del Estado el abono de la percepción económica a la que se refiere el apartado 2, correspondiente al tiempo que exceda de dichos noventa días hábiles."
72,61,¿cuáles son las características de un pacto de no concurrencia posterior a la extinción del contrato?,¿cuáles son las características de un pacto de no concurrencia posterior a la extinción de la relación laboral?," no podrá tener una duración superior a dos años para los técnicos y de seis meses para los demás trabajadores, solo será válido si concurren los requisitos siguientes:

a) Que el empresario tenga un efectivo interés industrial o comercial en ello.

b) Que se satisfaga al trabajador una compensación económica adecuada.
"
73,102,¿qué trámites debe hacer el empresario a causa de la extinción del contrato de trabajo de un trabajador?,¿qué trámites debe hacer el empresario a causa de la extinción de la relación laboral de trabajo de un trabajador?,"El empresario, con ocasión de la extinción del contrato, al comunicar a los trabajadores la denuncia, o, en su caso, el preaviso de la extinción del mismo, deberá acompañar una propuesta del documento de liquidación de las cantidades adeudadas.

El trabajador podrá solicitar la presencia de un representante legal de los trabajadores en el momento de proceder a la firma del recibo del finiquito, haciéndose constar en el mismo el hecho de su firma en presencia de un representante legal de los trabajadores, o bien que el trabajador no ha hecho uso de esta posibilidad. 
"
74,109,¿cuáles son los requisitos en el caso de extinción del contrato de trabajo por causas objetivas?,¿cuáles son los requisitos en el caso de extinción de la relación laboral de trabajo por causas objetivas?,"La adopción del acuerdo de extinción al amparo de lo prevenido en el artículo anterior exige la observancia de los requisitos siguientes:

a) Comunicación escrita al trabajador expresando la causa.

b) Poner a disposición del trabajador, simultáneamente a la entrega de la comunicación escrita, la indemnización de veinte días por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades.

Cuando la decisión extintiva se fundase en el artículo 52.c), con alegación de causa económica, y como consecuencia de tal situación económica no se pudiera poner a disposición del trabajador la indemnización a que se refiere el párrafo anterior, el empresario, haciéndolo constar en la comunicación escrita, podrá dejar de hacerlo, sin perjuicio del derecho del trabajador de exigir de aquel su abono cuando tenga efectividad la decisión extintiva.

c) Concesión de un plazo de preaviso de quince días, computado desde la entrega de la comunicación personal al trabajador hasta la extinción del contrato de trabajo. En el supuesto contemplado en el artículo 52.c), del escrito de preaviso se dará copia a la representación legal de los trabajadores para su conocimiento.

2. Durante el periodo de preaviso el trabajador, o su representante legal si se trata de una persona con discapacidad que lo tuviera, tendrá derecho, sin pérdida de su retribución, a una licencia de seis horas semanales con el fin de buscar nuevo empleo.

3. Contra la decisión extintiva podrá recurrir como si se tratase de despido disciplinario.

4. Cuando la decisión extintiva del empresario tuviera como móvil algunas de las causas de discriminación prohibidas en la Constitución o en la ley o bien se hubiera producido con violación de derechos fundamentales y libertades públicas del trabajador, la decisión extintiva será nula, debiendo la autoridad judicial hacer tal declaración de oficio.
"
75,61,¿cuáles son las características de un pacto de no concurrencia posterior a la extinción del contrato?,¿cuáles son las características de un pacto de no concurrencia posterior a la despido?," no podrá tener una duración superior a dos años para los técnicos y de seis meses para los demás trabajadores, solo será válido si concurren los requisitos siguientes:

a) Que el empresario tenga un efectivo interés industrial o comercial en ello.

b) Que se satisfaga al trabajador una compensación económica adecuada.
"
76,102,¿qué trámites debe hacer el empresario a causa de la extinción del contrato de trabajo de un trabajador?,¿qué trámites debe hacer el empresario a causa de la despido de trabajo de un trabajador?,"El empresario, con ocasión de la extinción del contrato, al comunicar a los trabajadores la denuncia, o, en su caso, el preaviso de la extinción del mismo, deberá acompañar una propuesta del documento de liquidación de las cantidades adeudadas.

El trabajador podrá solicitar la presencia de un representante legal de los trabajadores en el momento de proceder a la firma del recibo del finiquito, haciéndose constar en el mismo el hecho de su firma en presencia de un representante legal de los trabajadores, o bien que el trabajador no ha hecho uso de esta posibilidad. 
"
77,109,¿cuáles son los requisitos en el caso de extinción del contrato de trabajo por causas objetivas?,¿cuáles son los requisitos en el caso de despido de trabajo por causas objetivas?,"La adopción del acuerdo de extinción al amparo de lo prevenido en el artículo anterior exige la observancia de los requisitos siguientes:

a) Comunicación escrita al trabajador expresando la causa.

b) Poner a disposición del trabajador, simultáneamente a la entrega de la comunicación escrita, la indemnización de veinte días por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades.

Cuando la decisión extintiva se fundase en el artículo 52.c), con alegación de causa económica, y como consecuencia de tal situación económica no se pudiera poner a disposición del trabajador la indemnización a que se refiere el párrafo anterior, el empresario, haciéndolo constar en la comunicación escrita, podrá dejar de hacerlo, sin perjuicio del derecho del trabajador de exigir de aquel su abono cuando tenga efectividad la decisión extintiva.

c) Concesión de un plazo de preaviso de quince días, computado desde la entrega de la comunicación personal al trabajador hasta la extinción del contrato de trabajo. En el supuesto contemplado en el artículo 52.c), del escrito de preaviso se dará copia a la representación legal de los trabajadores para su conocimiento.

2. Durante el periodo de preaviso el trabajador, o su representante legal si se trata de una persona con discapacidad que lo tuviera, tendrá derecho, sin pérdida de su retribución, a una licencia de seis horas semanales con el fin de buscar nuevo empleo.

3. Contra la decisión extintiva podrá recurrir como si se tratase de despido disciplinario.

4. Cuando la decisión extintiva del empresario tuviera como móvil algunas de las causas de discriminación prohibidas en la Constitución o en la ley o bien se hubiera producido con violación de derechos fundamentales y libertades públicas del trabajador, la decisión extintiva será nula, debiendo la autoridad judicial hacer tal declaración de oficio.
"
78,108,¿cuáles son las causas objetivas por las que podrá extinguirse un contrato laboral?,¿cuáles son las causas objetivas por las que podrá extinguirse un contrato por internet?,"a) Por ineptitud del trabajador conocida o sobrevenida con posterioridad a su colocación efectiva en la empresa. 

b) Por falta de adaptación del trabajador a las modificaciones técnicas operadas en su puesto de trabajo, cuando dichos cambios sean razonables. Previamente el empresario deberá ofrecer al trabajador un curso dirigido a facilitar la adaptación a las modificaciones operadas. El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo y el empresario abonará al trabajador el salario medio que viniera percibiendo. La extinción no podrá ser acordada por el empresario hasta que hayan transcurrido, como mínimo, dos meses desde que se introdujo la modificación o desde que finalizó la formación dirigida a la adaptación.

c) Cuando concurra alguna de las causas previstas en el artículo 51.1 y la extinción afecte a un número inferior al establecido en el mismo.

d) Por faltas de asistencia al trabajo, aun justificadas pero intermitentes, que alcancen el veinte por ciento de las jornadas hábiles en dos meses consecutivos siempre que el total de faltas de asistencia en los doce meses anteriores alcance el cinco por ciento de las jornadas hábiles, o el veinticinco por ciento en cuatro meses discontinuos dentro de un periodo de doce meses.

No se computarán como faltas de asistencia, a los efectos del párrafo anterior, las ausencias debidas a huelga legal por el tiempo de duración de la misma, el ejercicio de actividades de representación legal de los trabajadores, accidente de trabajo, maternidad, riesgo durante el embarazo y la lactancia, enfermedades causadas por embarazo, parto o lactancia, paternidad, licencias y vacaciones, enfermedad o accidente no laboral cuando la baja haya sido acordada por los servicios sanitarios oficiales y tenga una duración de más de veinte días consecutivos, ni las motivadas por la situación física o psicológica derivada de violencia de género, acreditada por los servicios sociales de atención o servicios de Salud, según proceda.

Tampoco se computarán las ausencias que obedezcan a un tratamiento médico de cáncer o enfermedad grave.

e) En el caso de contratos por tiempo indefinido concertados directamente por entidades sin ánimo de lucro para la ejecución de planes y programas públicos determinados, sin dotación económica estable y financiados por las Administraciones Públicas mediante consignaciones presupuestarias o extrapresupuestarias anuales consecuencia de ingresos externos de carácter finalista, por la insuficiencia de la correspondiente consignación para el mantenimiento del contrato de trabajo de que se trate.
"
79,108,¿cuáles son las causas objetivas por las que podrá extinguirse un contrato laboral?,¿cuáles son las causas objetivas por las que podrá extinguirse un acuerdo?,"a) Por ineptitud del trabajador conocida o sobrevenida con posterioridad a su colocación efectiva en la empresa. 

b) Por falta de adaptación del trabajador a las modificaciones técnicas operadas en su puesto de trabajo, cuando dichos cambios sean razonables. Previamente el empresario deberá ofrecer al trabajador un curso dirigido a facilitar la adaptación a las modificaciones operadas. El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo y el empresario abonará al trabajador el salario medio que viniera percibiendo. La extinción no podrá ser acordada por el empresario hasta que hayan transcurrido, como mínimo, dos meses desde que se introdujo la modificación o desde que finalizó la formación dirigida a la adaptación.

c) Cuando concurra alguna de las causas previstas en el artículo 51.1 y la extinción afecte a un número inferior al establecido en el mismo.

d) Por faltas de asistencia al trabajo, aun justificadas pero intermitentes, que alcancen el veinte por ciento de las jornadas hábiles en dos meses consecutivos siempre que el total de faltas de asistencia en los doce meses anteriores alcance el cinco por ciento de las jornadas hábiles, o el veinticinco por ciento en cuatro meses discontinuos dentro de un periodo de doce meses.

No se computarán como faltas de asistencia, a los efectos del párrafo anterior, las ausencias debidas a huelga legal por el tiempo de duración de la misma, el ejercicio de actividades de representación legal de los trabajadores, accidente de trabajo, maternidad, riesgo durante el embarazo y la lactancia, enfermedades causadas por embarazo, parto o lactancia, paternidad, licencias y vacaciones, enfermedad o accidente no laboral cuando la baja haya sido acordada por los servicios sanitarios oficiales y tenga una duración de más de veinte días consecutivos, ni las motivadas por la situación física o psicológica derivada de violencia de género, acreditada por los servicios sociales de atención o servicios de Salud, según proceda.

Tampoco se computarán las ausencias que obedezcan a un tratamiento médico de cáncer o enfermedad grave.

e) En el caso de contratos por tiempo indefinido concertados directamente por entidades sin ánimo de lucro para la ejecución de planes y programas públicos determinados, sin dotación económica estable y financiados por las Administraciones Públicas mediante consignaciones presupuestarias o extrapresupuestarias anuales consecuencia de ingresos externos de carácter finalista, por la insuficiencia de la correspondiente consignación para el mantenimiento del contrato de trabajo de que se trate.
"
80,108,¿cuáles son las causas objetivas por las que podrá extinguirse un contrato laboral?,¿cuáles son las causas objetivas por las que podrá extinguirse un convenio?,"a) Por ineptitud del trabajador conocida o sobrevenida con posterioridad a su colocación efectiva en la empresa. 

b) Por falta de adaptación del trabajador a las modificaciones técnicas operadas en su puesto de trabajo, cuando dichos cambios sean razonables. Previamente el empresario deberá ofrecer al trabajador un curso dirigido a facilitar la adaptación a las modificaciones operadas. El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo y el empresario abonará al trabajador el salario medio que viniera percibiendo. La extinción no podrá ser acordada por el empresario hasta que hayan transcurrido, como mínimo, dos meses desde que se introdujo la modificación o desde que finalizó la formación dirigida a la adaptación.

c) Cuando concurra alguna de las causas previstas en el artículo 51.1 y la extinción afecte a un número inferior al establecido en el mismo.

d) Por faltas de asistencia al trabajo, aun justificadas pero intermitentes, que alcancen el veinte por ciento de las jornadas hábiles en dos meses consecutivos siempre que el total de faltas de asistencia en los doce meses anteriores alcance el cinco por ciento de las jornadas hábiles, o el veinticinco por ciento en cuatro meses discontinuos dentro de un periodo de doce meses.

No se computarán como faltas de asistencia, a los efectos del párrafo anterior, las ausencias debidas a huelga legal por el tiempo de duración de la misma, el ejercicio de actividades de representación legal de los trabajadores, accidente de trabajo, maternidad, riesgo durante el embarazo y la lactancia, enfermedades causadas por embarazo, parto o lactancia, paternidad, licencias y vacaciones, enfermedad o accidente no laboral cuando la baja haya sido acordada por los servicios sanitarios oficiales y tenga una duración de más de veinte días consecutivos, ni las motivadas por la situación física o psicológica derivada de violencia de género, acreditada por los servicios sociales de atención o servicios de Salud, según proceda.

Tampoco se computarán las ausencias que obedezcan a un tratamiento médico de cáncer o enfermedad grave.

e) En el caso de contratos por tiempo indefinido concertados directamente por entidades sin ánimo de lucro para la ejecución de planes y programas públicos determinados, sin dotación económica estable y financiados por las Administraciones Públicas mediante consignaciones presupuestarias o extrapresupuestarias anuales consecuencia de ingresos externos de carácter finalista, por la insuficiencia de la correspondiente consignación para el mantenimiento del contrato de trabajo de que se trate.
"
81,108,¿cuáles son las causas objetivas por las que podrá extinguirse un contrato laboral?,¿cuáles son las causas objetivas por las que podrá extinguirse un contrato?,"a) Por ineptitud del trabajador conocida o sobrevenida con posterioridad a su colocación efectiva en la empresa. 

b) Por falta de adaptación del trabajador a las modificaciones técnicas operadas en su puesto de trabajo, cuando dichos cambios sean razonables. Previamente el empresario deberá ofrecer al trabajador un curso dirigido a facilitar la adaptación a las modificaciones operadas. El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo y el empresario abonará al trabajador el salario medio que viniera percibiendo. La extinción no podrá ser acordada por el empresario hasta que hayan transcurrido, como mínimo, dos meses desde que se introdujo la modificación o desde que finalizó la formación dirigida a la adaptación.

c) Cuando concurra alguna de las causas previstas en el artículo 51.1 y la extinción afecte a un número inferior al establecido en el mismo.

d) Por faltas de asistencia al trabajo, aun justificadas pero intermitentes, que alcancen el veinte por ciento de las jornadas hábiles en dos meses consecutivos siempre que el total de faltas de asistencia en los doce meses anteriores alcance el cinco por ciento de las jornadas hábiles, o el veinticinco por ciento en cuatro meses discontinuos dentro de un periodo de doce meses.

No se computarán como faltas de asistencia, a los efectos del párrafo anterior, las ausencias debidas a huelga legal por el tiempo de duración de la misma, el ejercicio de actividades de representación legal de los trabajadores, accidente de trabajo, maternidad, riesgo durante el embarazo y la lactancia, enfermedades causadas por embarazo, parto o lactancia, paternidad, licencias y vacaciones, enfermedad o accidente no laboral cuando la baja haya sido acordada por los servicios sanitarios oficiales y tenga una duración de más de veinte días consecutivos, ni las motivadas por la situación física o psicológica derivada de violencia de género, acreditada por los servicios sociales de atención o servicios de Salud, según proceda.

Tampoco se computarán las ausencias que obedezcan a un tratamiento médico de cáncer o enfermedad grave.

e) En el caso de contratos por tiempo indefinido concertados directamente por entidades sin ánimo de lucro para la ejecución de planes y programas públicos determinados, sin dotación económica estable y financiados por las Administraciones Públicas mediante consignaciones presupuestarias o extrapresupuestarias anuales consecuencia de ingresos externos de carácter finalista, por la insuficiencia de la correspondiente consignación para el mantenimiento del contrato de trabajo de que se trate.
"
82,133,¿qué es un convenio colectivo?,¿qué es un contrato laboral colectivo?,"1. Los convenios colectivos, como resultado de la negociación desarrollada por los representantes de los trabajadores y de los empresarios, constituyen la expresión del acuerdo libremente adoptado por ellos en virtud de su autonomía colectiva.

2. Mediante los convenios colectivos, y en su ámbito correspondiente, los trabajadores y empresarios regulan las condiciones de trabajo y de productividad. Igualmente podrán regular la paz laboral a través de las obligaciones que se pacten.

3. Los convenios colectivos regulados por esta ley obligan a todos los empresarios y trabajadores incluidos dentro de su ámbito de aplicación y durante todo el tiempo de su vigencia.
"
83,136,¿cuál es la vigencia de un convenio colectivo?,¿cuál es la vigencia de un contrato laboral colectivo?,"1. Corresponde a las partes negociadoras establecer la duración de los convenios, pudiendo eventualmente pactarse distintos periodos de vigencia para cada materia o grupo homogéneo de materias dentro del mismo convenio.

Durante la vigencia del convenio colectivo, los sujetos que reúnan los requisitos de legitimación previstos en los artículos 87 y 88 podrán negociar su revisión.

2. Salvo pacto en contrario, los convenios colectivos se prorrogarán de año en año si no mediara denuncia expresa de las partes.

3. La vigencia de un convenio colectivo, una vez denunciado y concluida la duración pactada, se producirá en los términos que se hubiesen establecido en el propio convenio.

Durante las negociaciones para la renovación de un convenio colectivo, en defecto de pacto, se mantendrá su vigencia, si bien las cláusulas convencionales por las que se hubiera renunciado a la huelga durante la vigencia de un convenio decaerán a partir de su denuncia. Las partes podrán adoptar acuerdos parciales para la modificación de alguno o algunos de sus contenidos prorrogados con el fin de adaptarlos a las condiciones en las que, tras la terminación de la vigencia pactada, se desarrolle la actividad en el sector o en la empresa. Estos acuerdos tendrán la vigencia que las partes determinen.

Mediante los acuerdos interprofesionales de ámbito estatal o autonómico, previstos en el artículo 83, se deberán establecer procedimientos de aplicación general y directa para solventar de manera efectiva las discrepancias existentes tras el transcurso del procedimiento de negociación sin alcanzarse un acuerdo, incluido el compromiso previo de someter las discrepancias a un arbitraje, en cuyo caso el laudo arbitral tendrá la misma eficacia jurídica que los convenios colectivos y solo será recurrible conforme al procedimiento y en base a los motivos establecidos en el artículo 91. Dichos acuerdos interprofesionales deberán especificar los criterios y procedimientos de desarrollo del arbitraje, expresando en particular para el caso de imposibilidad de acuerdo en el seno de la comisión negociadora el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral por las partes; en defecto de pacto específico sobre el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral, se entenderá que el arbitraje tiene carácter obligatorio.

Transcurrido un año desde la denuncia del convenio colectivo sin que se haya acordado un nuevo convenio o dictado un laudo arbitral, aquel perderá, salvo pacto en contrario, vigencia y se aplicará, si lo hubiere, el convenio colectivo de ámbito superior que fuera de aplicación.

4. El convenio que sucede a uno anterior deroga en su integridad a este último, salvo los aspectos que expresamente se mantengan.
"
84,137,¿quién está legitimado para negociar un convenio colectivo?,¿quién está legitimado para negociar un contrato laboral colectivo?,"1. En representación de los trabajadores estarán legitimados para negociar en los convenios de empresa y de ámbito inferior, el comité de empresa, los delegados de personal, en su caso, o las secciones sindicales si las hubiere que, en su conjunto, sumen la mayoría de los miembros del comité.

La intervención en la negociación corresponderá a las secciones sindicales cuando estas así lo acuerden, siempre que sumen la mayoría de los miembros del comité de empresa o entre los delegados de personal.

Cuando se trate de convenios para un grupo de empresas, así como en los convenios que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la legitimación para negociar en representación de los trabajadores será la que se establece en el apartado 2 para la negociación de los convenios sectoriales.

2. En los convenios sectoriales estarán legitimados para negociar en representación de los trabajadores:

a) Los sindicatos que tengan la consideración de más representativos a nivel estatal, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

b) Los sindicatos que tengan la consideración de más representativos a nivel de comunidad autónoma respecto de los convenios que no trasciendan de dicho ámbito territorial, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

c) Los sindicatos que cuenten con un mínimo del diez por ciento de los miembros de los comités de empresa o delegados de personal en el ámbito geográfico y funcional al que se refiera el convenio.

3. En representación de los empresarios estarán legitimados para negociar:

a) En los convenios de empresa o ámbito inferior, el propio empresario.

b) En los convenios de grupo de empresas y en los que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la representación de dichas empresas.

c) En los convenios colectivos sectoriales, las asociaciones empresariales que en el ámbito geográfico y funcional del convenio cuenten con el diez por ciento de los empresarios, en el sentido del artículo 1.2, y siempre que estas den ocupación a igual porcentaje de los trabajadores afectados, así como aquellas asociaciones empresariales que en dicho ámbito den ocupación al quince por ciento de los trabajadores afectados.

"
85,139,¿cómo se tramita el convenio colectivo?,¿cómo se tramita el contrato laboral colectivo?,"1. La representación de los trabajadores, o de los empresarios, que promueva la negociación, lo comunicará a la otra parte, expresando detalladamente en la comunicación, que deberá hacerse por escrito, la legitimación que ostenta de conformidad con los artículos anteriores, los ámbitos del convenio y las materias objeto de negociación. En el supuesto de que la promoción sea el resultado de la denuncia de un convenio colectivo vigente, la comunicación deberá efectuarse simultáneamente con el acto de la denuncia. De esta comunicación se enviará copia, a efectos de registro, a la autoridad laboral correspondiente en función del ámbito territorial del convenio.

2. En el plazo máximo de un mes a partir de la recepción de la comunicación, se procederá a constituir la comisión negociadora; la parte receptora de la comunicación deberá responder a la propuesta de negociación y ambas partes establecerán un calendario o plan de negociación.

3. Los acuerdos de la comisión requerirán, en cualquier caso, el voto favorable de la mayoría de cada una de las dos representaciones.

4. En cualquier momento de las deliberaciones, las partes podrán acordar la intervención de un mediador designado por ellas.
"
86,140,¿qué requiere un convenio colectivo para que sea válido?,¿qué requiere un contrato laboral colectivo para que sea válido?,"1. Los convenios colectivos a que se refiere esta ley han de formalizarse por escrito, bajo sanción de nulidad.

2. Los convenios deberán ser presentados ante la autoridad laboral competente, a los solos efectos de registro, dentro del plazo de quince días a partir del momento en que las partes negociadoras lo firmen. Una vez registrado, el convenio será remitido al órgano público competente para su depósito.

3. En el plazo máximo de veinte días desde la presentación del convenio en el registro se dispondrá por la autoridad laboral su publicación obligatoria y gratuita en el «Boletín Oficial del Estado» o en el correspondiente boletín oficial de la comunidad autónoma o de la provincia, en función del ámbito territorial del convenio.

4. El convenio entrará en vigor en la fecha en que acuerden las partes.

5. Si la autoridad laboral estimase que algún convenio conculca la legalidad vigente o lesiona gravemente el interés de terceros, se dirigirá de oficio a la jurisdicción social, la cual resolverá sobre las posibles deficiencias previa audiencia de las partes, conforme a lo establecido en la Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social.

6. Sin perjuicio de lo establecido en el apartado anterior, la autoridad laboral velará por el respeto 
"
87,141,¿cómo se aplica e interpreta un convenio colectivo?,¿cómo se aplica e interpreta un contrato laboral colectivo?,"3. En los supuestos de conflicto colectivo relativo a la interpretación o aplicación del convenio deberá intervenir la comisión paritaria del mismo con carácter previo al planteamiento formal del conflicto en el ámbito de los procedimientos no judiciales a que se refiere el apartado anterior o ante el órgano judicial competente.
"
88,142,¿cómo se produce la adhesión y extensión de un convenio colectivo?,¿cómo se produce la adhesión y extensión de un contrato laboral colectivo?,"1. En las respectivas unidades de negociación, las partes legitimadas para negociar podrán adherirse, de común acuerdo, a la totalidad de un convenio colectivo en vigor, siempre que no estuvieran afectadas por otro, comunicándolo a la autoridad laboral competente a efectos de registro.

2. El Ministerio de Empleo y Seguridad Social, o el órgano correspondiente de las comunidades autónomas con competencia en la materia, podrán extender, con los efectos previstos en el artículo 82.3, las disposiciones de un convenio colectivo en vigor a una pluralidad de empresas y trabajadores o a un sector o subsector de actividad, por los perjuicios derivados para los mismos de la imposibilidad de suscribir en dicho ámbito un convenio colectivo de los previstos en este título III, debida a la ausencia de partes legitimadas para ello.

La decisión de extensión se adoptará siempre a instancia de parte y mediante la tramitación del procedimiento que reglamentariamente se determine, cuya duración no podrá exceder de tres meses, teniendo la ausencia de resolución expresa en el plazo establecido efectos desestimatorios de la solicitud.

Tendrán capacidad para iniciar el procedimiento de extensión quienes se hallen legitimados para promover la negociación colectiva en el ámbito correspondiente conforme a lo dispuesto en el artículo 87.2 y 3.
"
