,question,ground_truth,answer,rouge1,rouge2,rougeL,f1,sas,bertscore
48,¿Qué efecto tiene un contrato temporal celebrado en fraude de ley?,Se presumirán por tiempo indefinido los contratos temporales celebrados en fraude de ley.,No tengo información sobre los efectos de un contrato temporal celebrado en fraude de ley. ¿Puedo ayudarte con algo más?,0.44,0.24,0.44,0.3,0.47276342,0.96
49,¿Cuándo se deben notificar los contratos determinados a la representación legal de los trabajadores?,Los empresarios habrán de notificar a la representación legal de los trabajadores en las empresas los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en este artículo cuando no exista obligación legal de entregar copia básica de los mismos.,"No lo sabes. Sin embargo, según la información proporcionada, se deben notificar a la representación legal de los trabajadores los contratos determinados a la representación legal de los trabajadores en el momento en que la empresa ya no tenga obligación legal de entregar una copia básica de los mismos y se realizan contratos de acuerdo con las modalidades de contratación por tiempo determinado previstas en el artículo.",0.69,0.52,0.46,0.43,0.7342191,0.98
50,¿Qué derechos tiene un trabajador con un contrato temporal?,"Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
El empresario deberá informar a los trabajadores de la empresa con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que los demás trabajadores.","No tengo información específica sobre los derechos de un trabajador con un contrato temporal, pero puedo proporcionarte algunas generalidades.

En general, los contratos temporales son acuerdos laborales que permiten a las empresas contratar personal para trabajar en proyectos o tareas específicas por un plazo determinado. Los trabajadores contratados temporalmente suelen tener derechos y obligaciones similares a los de los trabajadores convencionales, pero con algunas excepciones.

Algunos derechos que podrían ser aplicables a un trabajador con un contrato temporal incluyen:

- El derecho a recibir el salario mínimo legally establecido
- El derecho a descansos regulares y descanso semanal
- El derecho a la seguridad laboral, incluyendo acceso a servicios de salud y seguridad en el trabajo
- El derecho a una compensación justa por el despido

Sin embargo, los trabajadores temporales también pueden tener algunas limitaciones en sus derechos, como:

- La posibilidad de que no tengan derecho a la jubilación o pensiones
- La posibilidad de que no tengan acceso a las mismas beneficios que los trabajadores convencionales, como la maternidad o paternidad
- La posibilidad de que su contrato pueda ser rescindido sin aviso previo en ciertas circunstancias

Es importante tener en cuenta que los derechos y obligaciones de un trabajador con un contrato temporal pueden variar dependiendo de la ley y regulación aplicable, así como del tipo de contrato y las condiciones específicas del acuerdo.",0.39,0.1,0.2,0.15,0.6507406,0.95
51,¿Qué derechos tiene un trabajador con un contrato de duración determinada?,"Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
Cuando un determinado derecho o condición de trabajo esté atribuido en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa antigüedad del trabajador, esta deberá computarse según los mismos criterios para todos los trabajadores, cualquiera que sea su modalidad de contratación.
","Un trabajador con un contrato de duración determinada tiene derecho a:

* Ser informado sobre la existencia de puestos de trabajo vacantes de manera proporcional en función del tiempo trabajado.
* Asegurar las mismas oportunidades de acceder a puestos permanentes que las demás personas trabajadoras.

Es importante tener en cuenta que estos derechos están regulados por disposiciones legales y colectivas, y se deben computar según los mismos criterios para todas las personas trabajadoras.",0.4,0.16,0.29,0.26,0.74128383,0.97
52,¿Qué características tiene un contrato fijo-discontinuo?,"1. El contrato por tiempo indefinido fijo-discontinuo se concertará para realizar trabajos que tengan el carácter de fijos-discontinuos y no se repitan en fechas ciertas, dentro del volumen normal de actividad de la empresa.

A los supuestos de trabajos discontinuos que se repitan en fechas ciertas les será de aplicación la regulación del contrato a tiempo parcial celebrado por tiempo indefinido.

2. Los trabajadores fijos-discontinuos serán llamados en el orden y la forma que se determine en los respectivos convenios colectivos, pudiendo el trabajador, en caso de incumplimiento, reclamar en procedimiento de despido ante la jurisdicción social, iniciándose el plazo para ello desde el momento en que tuviese conocimiento de la falta de convocatoria.

3. Este contrato se deberá formalizar necesariamente por escrito en el modelo que se establezca y en él deberá figurar una indicación sobre la duración estimada de la actividad, así como sobre la forma y orden de llamamiento que establezca el convenio colectivo aplicable, haciendo constar igualmente, de manera orientativa, la jornada laboral estimada y su distribución horaria.

4. Los convenios colectivos de ámbito sectorial podrán acordar, cuando las peculiaridades de la actividad del sector así lo justifiquen, la celebración a tiempo parcial de los contratos fijos-discontinuos, así como los requisitos y especialidades para la conversión de contratos temporales en contratos fijos-discontinuos.
","Un contrato fijo-discontinuo es un tipo de contrato laboral en el que se establece una relación temporal y discontinua entre dos personas, siendo una la dirección de otro a cambio de una retribución.",0.14,0.04,0.13,0.1,0.57384694,0.89
53,¿Es posible la discriminación en las relaciones laborales?,"Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
","No sabemos si es posible la discriminación en las relaciones laborales, pero no se menciona explícitamente que sea imposible. Sin embargo, sí hay disposiciones que prohíben la discriminación en determinados aspectos, como el acceso a los puestos de trabajo vacantes y la formación profesional para personas trabajadoras fijas-discontinuas.",0.23,0.04,0.14,0.14,0.5190494,0.94
54,¿Es posible la discriminación en las relaciones laborales?,"Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
","La discriminación en las relaciones laborales no es aceptable según el artículo 17. En efecto, se establece que tales prácticas son nulas y sin efecto, lo que significa que no pueden ser legalmente aplicadas ni justificadas.",0.18,0.04,0.09,0.1,0.5586068,0.92
55,¿Es posible realizar registros sobre el trabajador?,"Solo podrán realizarse registros sobre la persona del trabajador, en sus taquillas y efectos particulares, cuando sean necesarios para la protección del patrimonio empresarial y del de los demás trabajadores de la empresa, dentro del centro de trabajo y en horas de trabajo. ","Sí, es posible realizar registros sobre el trabajador en función al empleo, producción y ventas, así como del programa de producción. Esto incluye información sobre las previsiones del empresario para la celebración de nuevos contratos, como:

* Número de nuevos contratos
* Modalidades y tipos de contratos (incluyendo contratos a tiempo parcial)
* Realización de horas complementarias por trabajadores contratados a tiempo parcial
* Supuestos de subcontratación.

Estos registros deben cumplir con las normas legales vigentes sobre protección del trabajo y seguridad social.",0.34,0.09,0.22,0.19,0.59640294,0.95
56,¿Qué derechos y obligaciones tiene un trabajador en materia de seguridad y salud en el trabajo?,"1. El trabajador, en la prestación de sus servicios, tendrá derecho a una protección eficaz en materia de seguridad y salud en el trabajo.

2. El trabajador está obligado a observar en su trabajo las medidas legales y reglamentarias de seguridad y salud en el trabajo.

3. En la inspección y control de dichas medidas que sean de observancia obligada por el empresario, el trabajador tiene derecho a participar por medio de sus representantes legales en el centro de trabajo, si no se cuenta con órganos o centros especializados competentes en la materia a tenor de la legislación vigente.
","Según el artículo 19, el trabajador tiene derecho a una protección eficaz en materia de seguridad y salud en el trabajo (art. 1). Además, está obligado a observar en su trabajo las medidas legales y reguladoras de seguridad y salud en el trabajo (art. 2).

En cuanto a los derechos del trabajador, no se mencionan específicamente otros derechos relacionados con la seguridad y salud en el trabajo, excepto el derecho a una protección eficaz.

En cuanto a las obligaciones del trabajador, está obligado a observar en su trabajo las medidas legales y reguladoras de seguridad y salud en el trabajo (art. 2).

No se mencionan otros derechos o obligaciones específicas del trabajador en materia de seguridad y salud en el trabajo.",0.56,0.33,0.45,0.28,0.78897613,0.93
57,¿Es obligatorio realizar formación acerca de Prevención de Riesgos Laborales?,"El empresario está obligado a garantizar que cada trabajador reciba una formación teórica y práctica, suficiente y adecuada, en materia preventiva tanto en el momento de su contratación, cualquiera que sea la modalidad o duración de esta, como cuando se produzcan cambios en las funciones que desempeñe o se introduzcan nuevas tecnologías o cambios en los equipos de trabajo. ","La formación acerca de Prevención de Riesgos Laborales es obligatoria para los trabajadores. El empresario está obligado a garantizar que cada trabajador reciba una formación teórica y práctica, suficiente y adecuada, en materia preventiva.

Sin embargo, no hay una obligación legal específica para que los trabajadores realicen esta formación de manera voluntaria o asistencial. La participación del trabajador en la inspección y control de las medidas de prevención es un derecho garantizado por la ley, pero no implica la obligación de realizar una formación específica.

En resumen, la formación acerca de Prevención de Riesgos Laborales es obligatoria para los trabajadores, pero el empresario también está responsable de proporcionar esta formación y asegurarse de que los trabajadores la realicen.",0.39,0.24,0.33,0.28,0.70766103,0.94
58,¿Cuál es la obligación de los delegados de prevención o representantes legales de los trabajadores en materia de seguridad y salud en el trabajo?,"Los delegados de prevención y, en su defecto, los representantes legales de los trabajadores en el centro de trabajo, que aprecien una probabilidad seria y grave de accidente por la inobservancia de la legislación aplicable en la materia, requerirán al empresario por escrito para que adopte las medidas oportunas que hagan desaparecer el estado de riesgo; si la petición no fuese atendida en un plazo de cuatro días, se dirigirán a la autoridad competente; 

Si el riesgo de accidente fuera inminente, la paralización de las actividades podrá ser acordada por los representantes de los trabajadores, por mayoría de sus miembros. 
El acuerdo será comunicado de inmediato a la empresa y a la autoridad laboral, la cual, en veinticuatro horas, anulará o ratificará la paralización acordada.
","Los delegados de prevención o representantes legales de los trabajadores tienen la obligación de:

1. Participar en la inspección y control de medidas de seguridad y salud en el trabajo, incluyendo la capacidad de asistir a estos procesos en el centro de trabajo.

2. Verificar la formación teórica y práctica de los trabajadores en materia preventiva, asegurando que reciban una educación adecuada sobre prevención de riesgos laborales.

3. Desarrollar y comunicar convenciones colectivas que garanticen condiciones de trabajo seguras y saludables, incluyendo la creación o el uso de tablones de anuncios para mantener a los trabajadores informados.

4. Resolver posibles discrepancias con las empresas contratistas o subcontratistas que compartan un centro de trabajo.

En caso de duda o inexactitud en estos puntos, no lo sé.",0.46,0.14,0.25,0.18,0.48535377,0.98
59,¿Cuáles son los poderes de dirección y control del empresario en la actividad laboral?,"1. El trabajador estará obligado a realizar el trabajo convenido bajo la dirección del empresario o persona en quien este delegue.

 el trabajador debe al empresario la diligencia y la colaboración en el trabajo que marquen las disposiciones legales, los convenios colectivos y las órdenes o instrucciones adoptadas por aquel en el ejercicio regular de sus facultades de dirección y, en su defecto, por los usos y costumbres. 
3. El empresario podrá adoptar las medidas que estime más oportunas de vigilancia y control para verificar el cumplimiento por el trabajador de sus obligaciones y deberes laborales, 
4. El empresario podrá verificar el estado de salud del trabajador que sea alegado por este para justificar sus faltas de asistencia al trabajo, mediante reconocimiento a cargo de personal médico. La negativa del trabajador a dichos reconocimientos podrá determinar la suspensión de los derechos económicos que pudieran existir a cargo del empresario por dichas situaciones.
","No tengo información suficiente para responder a esta pregunta. No se proporciona una definición clara de los ""poderes de dirección y control"" del empresario en el contexto laboral, ni se indica qué leyes o normas específicas se están referiendo. Si puedes proporcionar más contexto o aclarar la pregunta, estaré encantado de tratar de ayudarte.",0.23,0.07,0.13,0.14,0.58115244,0.93
60,¿Puede el trabajador tener una prestación laboral para diferentes empresarios?,"No podrá efectuarse la prestación laboral de un trabajador para diversos empresarios cuando se estime concurrencia desleal o cuando se pacte la plena dedicación mediante compensación económica expresa, en los términos que al efecto se convengan.
","No lo sabes. El artículo 21 establece que un trabajador no puede prestar prestación laboral para diferentes empresarios en caso de concurrencia desleal o pacto de plena dedicación con compensación económica expresa. Sin embargo, el mismo artículo 21 también permite la prestación laboral en moneda de curso legal o mediante cheque u otra modalidad de pago similar a través de entidades de crédito, previo informe al comité de empresa o delegados de personal. No hay indicación clara si un trabajador puede tener una prestación laboral para diferentes empresarios sin concurrir estas condiciones.",0.34,0.17,0.26,0.31,0.6246493,0.96
61,¿Cuáles son las características de un pacto de no concurrencia posterior a la extinción del contrato?," no podrá tener una duración superior a dos años para los técnicos y de seis meses para los demás trabajadores, solo será válido si concurren los requisitos siguientes:

a) Que el empresario tenga un efectivo interés industrial o comercial en ello.

b) Que se satisfaga al trabajador una compensación económica adecuada.
","No tengo información específica sobre las características de un pacto de no concurrencia posterior a la extinción del contrato. Sin embargo, puedo mencionar que según lo establecido en el artículo 86, los convenios colectivos se prorrogan automáticamente de año en año si no hay denuncia expresa de las partes. Además, se pueden adoptar acuerdos parciales para modificar algunos contenidos del convenio con la finalidad de adaptarlo a las condiciones en las que se desarrolle la actividad.",0.25,0.01,0.14,0.16,0.2922946,0.97
62,¿Cuál es el régimen de la compensación económica por plena dedicación del trabajador?,"el trabajador podrá rescindir el acuerdo y recuperar su libertad de trabajo en otro empleo, comunicándolo por escrito al empresario con un preaviso de treinta días, perdiéndose en este caso la compensación económica u otros derechos vinculados a la plena dedicación.",No tengo información sobre el régimen de la compensación económica por plena dedicación del trabajador. ¿Puedes proporcionar más contexto o detalles?,0.32,0.17,0.27,0.23,0.33567178,0.95
63,¿Tendrá derecho el empresario a percibir una compensación económica por especialización profesional si se abandona el trabajo?," El acuerdo no será de duración superior a dos años y se formalizará siempre por escrito. Si el trabajador abandona el trabajo antes del plazo, el empresario tendrá derecho a una indemnización de daños y perjuicios.","No sabes la respuesta. La pregunta es sobre si un empresario tiene derecho a percibir una compensación económica por especialización profesional si abandona el trabajo. Sin embargo, no hay información clara en los artículos proporcionados que explique este punto específico.",0.28,0.07,0.19,0.21,0.41760778,0.97
64,¿Cuáles son las reglas del sistema de clasificación profesional?,"1. Mediante la negociación colectiva o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establecerá el sistema de clasificación profesional de los trabajadores por medio de grupos profesionales.

2. Se entenderá por grupo profesional el que agrupe unitariamente las aptitudes profesionales, titulaciones y contenido general de la prestación, y podrá incluir distintas tareas, funciones, especialidades profesionales o responsabilidades asignadas al trabajador.

3. La definición de los grupos profesionales se ajustará a criterios y sistemas que tengan como objeto garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres.

4. Por acuerdo entre el trabajador y el empresario se asignará al trabajador un grupo profesional y se establecerá como contenido de la prestación laboral objeto del contrato de trabajo la realización de todas las funciones correspondientes al grupo profesional asignado o solamente de alguna de ellas. Cuando se acuerde la polivalencia funcional o la realización de funciones propias de más de un grupo, la equiparación se realizará en virtud de las funciones que se desempeñen durante mayor tiempo.
","No tengo información suficiente para proporcionar una respuesta detallada a todas las preguntas. Sin embargo, puedo ofrecerte algunas respuestas generales y específicas:

b) El horario y la distribución del tiempo de trabajo, el régimen de trabajo a turnos y la planificación anual de las vacaciones es regulado en el artículo 84 de la Ley 31/1995, de 8 de noviembre, sobre contrato de trabajo. Es importante mencionar que la empresa debe planificar de manera equitativa el horario de trabajo y las vacaciones para todos los trabajadores.

c) La adaptación al ámbito de la empresa del sistema de clasificación profesional de las personas trabajadoras se regula en el artículo 18 de la Ley. Es importante que la empresa garantice que el sistema de clasificación sea justo, transparente y equitativo.

d) La adaptación de los aspectos de las modalidades de contratación que se atribuyen por esta ley a los convenios de empresa es regulada en el artículo 83.2. Los convenios colectivos pueden establecer acuerdos sobre la contratación flexible, incluyendo la utilización de contratos temporales y la adaptación de las modalidades de contratación a las necesidades específicas del empleo.

e) Las medidas para favorecer la corresponsabilidad y la conciliación entre la vida laboral, familiar y personal se regulan en el artículo 16.2 de la Ley. Es importante que la empresa fomente una cultura de corresponsabilidad y conciliación entre el trabajo y la vida personal.

f) Las otras reglas y medidas se regulan en el artículo 83.2 y sus convenios colectivos correspondientes.",0.37,0.09,0.2,0.1,0.5882666,0.98
65,¿Qué derechos tiene el trabajador respecto a la promoción y formación profesional en el trabajo?,"a) Al disfrute de los permisos necesarios para concurrir a exámenes, 
cuando curse con regularidad estudios para la obtención de un título académico o profesional.

b) A la adaptación de la jornada ordinaria de trabajo para la asistencia a cursos de formación profesional.

c) A la concesión de los permisos oportunos de formación o perfeccionamiento profesional con reserva del puesto de trabajo.

d) A la formación necesaria para su adaptación a las modificaciones operadas en el puesto de trabajo. La misma correrá a cargo de la empresa, 
El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo.

3. Los trabajadores con al menos un año de antigüedad en la empresa tienen derecho a un permiso retribuido de veinte horas anuales de formación profesional para el empleo, vinculada a la actividad de la empresa, acumulables por un periodo de hasta cinco años. ","El trabajador tiene derecho a una promoción y formación profesional en el trabajo, lo que incluye:

* Acceso a un permiso retribuido de veinte horas anuales de formación profesional para el empleo.
* La oportunidad de realizar acciones formativas dirigidas a la obtención de la formación profesional para el empleo en el marco de un plan de formación desarrollado por iniciativa empresarial o comprometido por la negociación colectiva.

Estos derechos se pactarán en la negociación colectiva y se acomodarán a criterios y sistemas que garanticen la ausencia de discriminación, tanto directa como indirecta, entre trabajadores de uno y otro sexo.",0.42,0.22,0.23,0.18,0.6014577,0.97
66,¿Cómo se regulan los ascensos?,"1. Los ascensos dentro del sistema de clasificación profesional se producirán conforme a lo que se establezca en convenio o, en su defecto, en acuerdo colectivo entre la empresa y los representantes de los trabajadores.

teniendo en cuenta la formación, méritos, antigüedad del trabajador, así como las facultades organizativas del empresario.

2. Los ascensos y la promoción profesional en la empresa se ajustarán a criterios y sistemas que tengan como objetivo garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres, pudiendo establecerse medidas de acción positiva dirigidas a eliminar o compensar situaciones de discriminación.
","No sabemos cómo se regulan los ascensos de acuerdo con las disposiciones legales, reglamentos y convenios colectivos.",0.14,0.02,0.1,0.14,0.48567653,0.93
67,¿Cómo se regula la promoción económica?,"1. El trabajador, en función del trabajo desarrollado, podrá tener derecho a una promoción económica en los términos fijados en convenio colectivo o contrato individual.","No tengo información específica sobre cómo se regula la promoción económica en el contexto de las relaciones entre mujeres y hombres, ni sobre cómo establecer medidas de acción positiva para eliminar o compensar situaciones de discriminación. Sin embargo, según el artículo 25 del BOLETÍN OFICIAL DEL ESTADO LEGISLACIÓN CONSOLIDADA, se puede promover la celebración de elecciones generales en ámbitos funcionales o territoriales mediante convenio colectivo o contrato individual, siempre que concurran causas económicas negativas.",0.24,0.14,0.21,0.16,0.52440184,0.96
68,¿Qué se considera salario?,"1. Se considerará salario la totalidad de las percepciones económicas de los trabajadores, en dinero o en especie, por la prestación profesional de los servicios laborales por cuenta ajena, ya retribuyan el trabajo efectivo, cualquiera que sea la forma de remuneración, o los periodos de descanso computables como de trabajo.

En ningún caso, incluidas las relaciones laborales de carácter especial a que se refiere el artículo 2, el salario en especie podrá superar el treinta por ciento de las percepciones salariales del trabajador, ni dar lugar a la minoración de la cuantía íntegra en dinero del salario mínimo interprofesional.

2. No tendrán la consideración de salario las cantidades percibidas por el trabajador en concepto de indemnizaciones o suplidos por los gastos realizados como consecuencia de su actividad laboral, las prestaciones e indemnizaciones de la Seguridad Social y las indemnizaciones correspondientes a traslados, suspensiones o despidos.
","Según el artículo 26 de la sección 4.ª Salarios y garantías salariales, el salario se considera la totalidad de las percepciones económicas de los trabajadores, en dinero o en especie, por la prestación profesional de los servicios laborales. Esto incluye:

* Percepciones salariales retribuidas directamente
* Periodos de descanso computables como de trabajo

Sin embargo, no se consideran part of el salario:

* Indemnizaciones o suplidos por gastos realizados como consecuencia de la actividad laboral
* Prestaciones e indemnizaciones de la Seguridad Social
* Salario en especie que supera el 30% de las percepciones salariales del trabajador.",0.61,0.43,0.43,0.31,0.6110837,0.98
69,¿Qué debe comprender el salario?,"Mediante la negociación colectiva o, en su defecto, el contrato individual, se determinará la estructura del salario, que deberá comprender el salario base, como retribución fijada por unidad de tiempo o de obra y, en su caso, complementos salariales fijados en función de circunstancias relativas a las condiciones personales del trabajador, al trabajo realizado o a la situación y resultados de la empresa, que se calcularán conforme a los criterios que a tal efecto se pacten. Igualmente se pactará el carácter consolidable o no de dichos complementos salariales, no teniendo el carácter de consolidables, salvo acuerdo en contrario, los que estén vinculados al puesto de trabajo o a la situación y resultados de la empresa.","El salario debe comprender la cantidad que corresponde al trabajador por su trabajo, sin importar el medio de pago utilizado.",0.17,0.01,0.11,0.13,0.6647273,0.9
70,¿Quién satisface las cargas fiscales y de Seguridad Social a cargo del trabajador?,"Todas las cargas fiscales y de Seguridad Social a cargo del trabajador serán satisfechas por el mismo, siendo nulo todo pacto en contrario.","La carga fisca y de Seguridad Social correspondiente al trabajador será satisfecha por el Estado, ya que se establece que ""todas las cargas fiscales y de Seguridad Social a cargo del trabajador serán satisfechas por el Estado"".",0.55,0.53,0.55,0.5,0.79145014,0.93
71,¿Cómo se fija el Salario Mínimo Interprofesional?,"1. El Gobierno fijará, previa consulta con las organizaciones sindicales y asociaciones empresariales más representativas, anualmente, el salario mínimo interprofesional, 

Igualmente se fijará una revisión semestral para el caso de que no se cumplan las previsiones sobre el índice de precios citado.

La revisión del salario mínimo interprofesional no afectará a la estructura ni a la cuantía de los salarios profesionales cuando estos, en su conjunto y cómputo anual, fueran superiores a aquel.

2. El salario mínimo interprofesional, en su cuantía, es inembargable.
","No sé cómo se fija el Salario Mínimo Interprofesional. Sin embargo, según lo establecido en el artículo 27 del texto proporcionado, el Gobierno fija el salario mínimo interprofesional anualmente, previa consulta con las organizaciones sindicales y asociaciones empresariales más representativas, considerando factores como:

* El índice de precios de consumo
* La productividad media nacional alcanzada
* El incremento de la participación del trabajo en la renta nacional
* La coyuntura económica general

También se establece una revisión semestral si no se cumplen las previsiones sobre el índice de precios.",0.54,0.33,0.31,0.37,0.6094696,0.98
72,¿Cómo se liquida y se paga el salario?,"1. La liquidación y el pago del salario se harán puntual y documentalmente en la fecha y lugar convenidos o conforme a los usos y costumbres. El periodo de tiempo a que se refiere el abono de las retribuciones periódicas y regulares no podrá exceder de un mes.
La documentación del salario se realizará mediante la entrega al trabajador de un recibo individual y justificativo del pago del mismo. ","La liquidación y pago del salario se llevan a cabo de acuerdo con lo establecido en el artículo 49.2, que indica los trámites y garantías para la liquidación de los salarios correspondientes a trabajadores con carácter fijos-discontinuos.

Para la liquidación del salario, es necesario:

* Liquidar y pagar el salario correspondiente al finalizar cada periodo de actividad.
* Realizar pagos comisionales cuando se realice un negocio, colocación o venta en que haya intervenido el trabajador.
* Comunicar a los trabajadores y sus representantes legales las devengos en cualquier momento.

El pago del salario puede realizarse en moneda de curso legal o mediante cheque u otra forma de percepción del trabajador.",0.43,0.13,0.24,0.23,0.65315205,0.97
73,¿Cómo se regulan las gratificaciones extraordinarias?,"El trabajador tiene derecho a dos gratificaciones extraordinarias al año, una de ellas con ocasión de las fiestas de Navidad y la otra en el mes que se fije por convenio colectivo o por acuerdo entre el empresario y los representantes legales de los trabajadores. Igualmente se fijará por convenio colectivo la cuantía de tales gratificaciones.

No obstante, podrá acordarse en convenio colectivo que las gratificaciones extraordinarias se prorrateen en las doce mensualidades.
","No sé cómo se regulan las gratificaciones extraordinarias en los términos generales. Sin embargo, según el artículo 31, las gratificaciones extraordinarias se pueden regir por convenio colectivo o acuerdo entre el empresario y los representantes legales de los trabajadores, y también se puede acordar que se prorrateen en las doce mensualidades.",0.53,0.35,0.42,0.37,0.6426444,0.96
74,¿Cuáles son las garantías de las que goza el salario?,"1. Los créditos salariales por los últimos treinta días de trabajo y en cuantía que no supere el doble del salario mínimo interprofesional gozarán de preferencia sobre cualquier otro crédito, aunque este se encuentre garantizado por prenda o hipoteca.

2. Los créditos salariales gozarán de preferencia sobre cualquier otro crédito

3. Los créditos por salarios no protegidos en los apartados anteriores tendrán la condición de singularmente privilegiados en la cuantía que resulte de multiplicar el triple del salario mínimo interprofesional por el número de días del salario pendientes de pago, gozando de preferencia sobre cualquier otro crédito, excepto los créditos con derecho real, en los supuestos en los que estos, con arreglo a la ley, sean preferentes. La misma consideración tendrán las indemnizaciones por despido en la cuantía correspondiente al mínimo legal calculada sobre una base que no supere el triple del salario mínimo.

4. El plazo para ejercitar los derechos de preferencia del crédito salarial es de un año, a contar desde el momento en que debió percibirse el salario, transcurrido el cual prescribirán tales derechos.
","No sé cuáles son exactamente las garantías del salario según el artículo 26 de la Ley. Sin embargo, puedo decir que el salario se considera toda la percepción económica de un trabajador, ya sea en dinero o en especie, por su trabajo profesional y su actividad laboral.",0.19,0.04,0.12,0.13,0.6008961,0.9
75,¿Qué es el Fondo de Garantía Salarial?,"1. El Fondo de Garantía Salarial, abonará a los trabajadores el importe de los salarios pendientes de pago a causa de insolvencia o concurso del empresario.

A los anteriores efectos, se considerará salario la cantidad reconocida como tal en acto de conciliación o en resolución judicial por todos los conceptos a que se refiere el artículo 26.1, así como los salarios de tramitación en los supuestos en que legalmente procedan, sin que pueda el Fondo abonar, por uno u otro concepto, conjunta o separadamente, un importe superior a la cantidad resultante de multiplicar el doble del salario mínimo interprofesional diario, incluyendo la parte proporcional de las pagas extraordinarias, por el número de días de salario pendiente de pago, con un máximo de ciento veinte días.
","El Fondo de Garantía Salarial es un fondo público que garantiza el reembolso de las cantidades satisfechas a los trabajadores en caso de insolvencia del empresario. Se financiará con las aportaciones efectuadas por todos los empresarios y se subrogará obligatoriamente en los derechos y acciones de los trabajadores, conservando su carácter de créditos privilegiados.",0.33,0.15,0.23,0.21,0.6312232,0.97
